,sentiment,content
15340,surprise,@portugepunk fun who did you go with??? Another park no invite!  LOL
27259,surprise,"@prempanicker Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it)."
11956,surprise,@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords
20241,surprise,"@petrilude WHY can't we have both!? HUH, it'll make up for the raping of our twitter you just did"
14001,surprise,"@isthemasterplan He is a singer of the Oasis, right?? I mean.. never think he hates me"
2893,surprise,@oOogabriela wat u doin my bad im mixin this song
18482,surprise,It's a really warm day in Seattle! My reeses chocolate is melting!!!
20924,surprise,@sheilaon7 i didnt know u guys have acc in fb hee
19908,surprise,"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing.."
16214,surprise,@LaurenConrad I can't belive you only have one episode to go  xx
16210,surprise,@BefiBeez i just posted it like 5 mintues after you got off
37932,surprise,@PerezHilton it looks like you have a lot of fun with lady gaga
8673,surprise,Woke up early!! Dang man I know i'm not going back to sleep
32177,surprise,Ready for tomorrow. My mommy will get her gift for Mother's Day. Hope she LOVES it!
8454,surprise,"@yoha_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then."
28982,surprise,@theellenshow get @kalebnation the twilightguy on your show
14789,surprise,My boss called me anerexic
28798,surprise,@smokinace88 - Last night was the best one so far I think. Except we didn't see him throw his equipment at the car
34064,surprise,@felicityrose why would they take a photo with stuffed animals?! that's pretty funny
26120,surprise,Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I'll make some sales calls...
560,surprise,@astynes Me too.  Wonder if Mnet will show it...
10636,surprise,Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.
6015,surprise,Scott's leaving now
26286,surprise,I couldn't have planned a better surprise party for my hubby
30802,surprise,@BillohBill WTF!!!!  LMAO!!! *Just got hit in the head with bloody balls*
8027,surprise,"@natalietran hey Nat, just wondering, why are your videos never available on the iPhone?"
9951,surprise,Wish my U2 beta key worked now. Don't want to wait 'till Wednesday to play
3203,surprise,@ManaMoose I can't believe you went and got boba without me.
13682,surprise,@TaLisaDuhhh you stopped followin me?
32112,surprise,"@pursebuzz They do! Lilash I'm guessing, right?  Oh and what camera are you using? That is insane quality!"
26071,surprise,"@peaceandcarrots wow, so glad you liked the concert. but i mean, how could you not like the concert."
31141,surprise,wants to wish all the moms a Happy Mother's Day.  Hope you're all treated like Queens!
34247,surprise,i can't believe my little brother is married...
21739,surprise,rock pooling.  Can't believe I get paid for this!
6338,surprise,@GrafittiMySoul Hell if I know. @callunax I'm suffering
31529,surprise,The ultimate shirt folding tool (http://www.flipfold.com/)- I saw @sheldoncooper using this in one of Big Bang Theory's episodes
33719,surprise,A Happy Mother's Day to all moms and soon to be mom's out there.
16127,surprise,a HUGE SPIDER just crawled past me.  HUGE.
18864,surprise,@heartsnsparkles she is that's why she never speaks to me in college i think  .....i might just stick to unzela...if hashim dosnt shoot me
28588,surprise,is highly amused I wasn't treated nicely like any other patient..not my fault my life is better than yours.
19960,surprise,"Playin City of Villains, wishin my buddies were playin with me....."
37942,surprise,@TiffanyDow well I hovered over the button LOL NOT - sleep well Tiff and you are welcome
983,surprise,"It's fucking cold here north now! It was like 77 DF yesterday where I was, here it's 37,4"
497,surprise,@ModelTheany  tee we beefin....what was u supposed to do before leavin????
19304,surprise,@SilentEcho omg i know i'm so sorry  my screen is just small :S
21131,surprise,are you talking to meeeeeeeeeeee???!!!!!!!!!
17084,surprise,@KidFury I dont see it? where do u see it listed at cause I dont
22139,surprise,@Velf79 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd
26000,surprise,@azkikah the idiom?? doesn't ring a bell eh? hahaha. y'are really thinking of food?! nope. actually in the bathroom. teehee
27600,surprise,"Ok, I'm awake. I'm awake. I think."
26601,surprise,"@dirkstanley also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall"
31111,surprise,Google goes pink today
18838,surprise,"@nickyvender Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways"
39847,surprise,Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!
10250,surprise,@xxojackie oh my god! you're kidding! wow !! you must of moved out RIGHT after calleen got his 4 month shots.
34984,surprise,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need"
13316,surprise,can u believe the architect who planned a tar-black promenade in this small town won an international prize?and everyone who walks &amp; jogs
14923,surprise,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up
4567,surprise,"@hollyneufeld i found a few a couple of weeks ago.    i spazzed and then pulled them all out, so life is back to normal, lol."
25191,surprise,@plc sorry  you wouldn't believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtle
8771,surprise,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!"
35479,surprise,@baconvodka Alternate name for a &quot;Bacon Mary&quot;... A &quot;Bloody Piggy!&quot; ;) (I have to give my boyfriend credit for that idea!)
39176,surprise,@bowrainbow at Le mont's door ..it's closed maybe they are too rich  passed pairung as well
3452,surprise,"OMG, it's JULY'S LAST DAY!"
37456,surprise,"&quot;somebody calls you, and you answer quite slowly, a girl with kaleidoscope eyes&quot;     yeah, im normal."
29965,surprise,a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?
30195,surprise,"@lalalalexi read it! lucky, why are you getting a new phone?"
20290,surprise,@Dean_John what makes u think of south africa? why not italy or hawaii or something?
22355,surprise,@taylorswift13 your in london?   are you doing any shows here?
8657,surprise,Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!
31275,surprise,So glad I'm finally done with finals!
14525,surprise,"@olivierlacan That's awesome man. Damn, I should of sent you an affiliate link.  lol. oh well."
28802,surprise,"trying to decide what to do tonight. Study Chem or write the night away. The night's still young, perhaps I'll do both"
17869,surprise,@nicca_ no idea what that means bb
36190,surprise,@XKirstyxo Really? A good distraction now. I'll check it right. now.
26083,surprise,@rochellewiseman http://twitpic.com/4jguu - wow that is pretty  x
1704,surprise,blast from the mofo'ing past. NTS why must you suck so badly at school?
35203,surprise,@pane2 Really! No even a little bit of #pane
7008,surprise,"thanks iPhone, you kept me up till 1 am. Asshole."
19775,surprise,Wow Derek Rose got a next student to do his SATs.  so what now? He can't play no more?
15623,surprise,Boy is going to a movie. I wish I didn't feel like shit.
21359,surprise,@RopeMarks You're gonna wear pink outfits??? I assume she bought it for you
34934,surprise,I'm going to town on these two dinner rolls and some dark chocolate  yummmm
24029,surprise,"@aussie_ali  really?  i'm in greensborough, but prev bundoora.."
20571,surprise,@pammiebegood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
30430,surprise,"@liesforliars what about Midge? She definitely has to be in on that tie for first. She's completely dumb  and yeah, punk'd indeed"
24162,surprise,"@stephjacko hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x"
25675,surprise,@AngieGriffin Yes..Come through... Tell a friend to tell a friend to tell a friend
26825,surprise,Excited about having an empty apartment to ourselves for a little while
5270,surprise,@NHL10 I was hoping for a better trailer
33749,surprise,is live on danny noriega's stickam. he said hey to me  i luv him!!!
3073,surprise,@LivLaughLove7 u didn't hit me up
1059,surprise,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc... I still can't believe they won't renew TSCC
19749,surprise,"@morganedgar1307 Ugh, not yeeet!  It's like, in a week, too... =/ I'll keep trying!!"
26313,surprise,Mashup Monday! In honour of the swine flu hysteria  ? http://blip.fm/~5jnv2
5522,surprise,@cindyandcindy u never told me abt ur date ... who is the lucky guy im so out of the loop
6955,surprise,and because I wasn't having a bad enough time last night my body decided it wanted to be sick
15244,surprise,"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream"
12901,surprise,@FreyaLynn they can't be in their carriers anymore?
16790,surprise,nothing.. just looking for me a car. im haven no luck at all!
34809,surprise,@deleonthegreat lolz at your modesty...***kix rox***...now all the gals will be lined up at your door
14854,surprise,@DAEONE  you don't love me anymore!
34009,surprise,@fiascowines let me guess. You devoured your duck with Fiasco Pinot!
11816,surprise,"Everyone's allergic to Poison Ivy; i know it guys, me too. L, you can't change, and me neither, so...i guess it's enough"
13360,surprise,@tommcfly i can't believe that you guys are gonna stay just one day here in Rio de Janeiro again
17591,surprise,@ItsPrecious that's meAn
1922,surprise,OMG My sister got my brother a &quot;Jonas Brother&quot; look-a-like trenchcoat and I'm like JONAS STYLE and they told me to shutup no1 likes them
22620,surprise,"@taylorswift13 Hello there, Taylor  I MISS YOU. Its been 2 months &lt;/3"
22003,surprise,@lillytown the happiest place on earth  j'adore
34271,surprise,@brabakr @Elikapeka @BeachMomOf2 Oh Duh....I see that now .....thank you....
36984,surprise,"@themishi Wanna come to Mifune tomorrow? Impromptu #Tweetup , 11am"
30785,surprise,"got back from the party...suprisingly awesome, NEED to dance more often! overall, awesome night"
34539,surprise,"Calling all mothers, calling all mothers...get your butts to bed - the kids'll be here tomorrow"
27247,surprise,Is sick. Staying home because that's what Levy said to do.
21388,surprise,@venzann  I saw you started following me -  Welcome - what do you do in AKL and for whom?
35196,surprise,@CPE24 I was waiting on him to tell me what he want
27856,surprise,Off from work now!
11996,surprise,@laurarenee411 I'm so sorry!  I saw it too and it shocked me to the core.
33450,surprise,is getting baptized tomorrow  and is a college graduate.  Busy weekend!
6313,surprise,"OK, my boo-boo: Daddy took his dental bridge-front tooth- out and forgot it on the table.  Uh-Oh, shiney plastic for me to chew! I sawwy"
8125,surprise,Can't believe i'm spending my lunch break inside @ my desk
5098,surprise,Pshh i dont have it
3479,surprise,@pntbtrkisses WHAT! That's horrible! To purposely write about it to a bunny is just mean &amp; cruel!    Not to mention just plain tacky....
33956,surprise,Happy mothers day  just tried on what I'm gonna wear for breakfast and I curled my hair it took forever http://yfrog.com/0gmunj
2240,surprise,"Ok, ahhh! Last chance to go into school before chemistry exam!!"
33803,surprise,@VDog - I think @taxgirl did an amazing presentation about the whole &quot;keeping review items&quot; and tax thing at BlogHer '08  She's awesome!
21560,surprise,"@Zanna85 Bill can take me to Fangtasia and hit this shot anytime! &quot;Roads, where we're going we don't need roads.&quot; LOVE that part!"
8046,surprise,Ugh its really hot today already and its not even noon yet  i want ice water!
10121,surprise,"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn't me."
39979,surprise,@prinsezha awesome. Wha'dya get her?
2437,surprise,what's wrong with people? Second break-in at Wallmans tonight
16364,surprise,Test discovery just missed being in Py3.1
1843,surprise,... A kidney stone. Really?? Ugh  http://tinyurl.com/qsw9vq
5939,surprise,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost
18043,surprise,@mitchelmusso i waited for like an hour and i never got to talk to you
34721,surprise,@carolina90 hahahaha omg you win the internetz today!  &quot;Why are you trying to turn me into Zac Efron?&quot; hahaha
24178,surprise,@yadatree I used to row in high school and just found out there is a rowing club ten minutes away from me so I thought I should sign up
11639,surprise,"@cosRobPerkins You're the third person to ask me out on Mon afternoon ;) I'm so sorry, but I'm helping tutor my friend for C1/C2  xx"
31952,surprise,@edwardharran agree completely. it's all about attitude &amp; chutzpah
6511,surprise,AHHHH! Cant find anything because I have way too much open
5761,surprise,now there's a fly in my room
7661,surprise,The comp deleted half my apps
30583,surprise,Dakota just had a her first bath since being spayed... She was in Heaven!
20541,surprise,professional development is my favorite way to spend a beautiful monday afternoon....NOT!
2222,surprise,oh men..not in the mood  I'll go home tomorrow..wanna be w/ my family..its my birthday
35508,surprise,"@MarkMayhew True - to each his own  I would let my sis do what she wanted. Work or I'd help her. Up to her, really."
