,sentiment,content
37572,fun,"@wendy_fred6 Awww... :/ I guess that's both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)"
16920,fun,"@LeeGazeprophets white pointy shoes haha, and ah you got me excited about the enw drummer  youre mean!"
29093,fun,getted crunk of budweiser with the fam bam
28614,fun,can't wait for Daughtry's new album! Ack. Two more months!!!
23448,fun,@Milomilkshake you can put a saucepan full of water on the cooker to heat up the water...indian style  scrabbled are the best!!!!
37528,fun,"@courtney_ozaki LOL you gooot that riiight!!  i mean, how can you not twatt about something so cool xD"
1390,fun,@OXtravaganza and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.
20308,fun,just watched JONAS. It was funny.
32451,fun,@katyperry the good life!!! - under a honeymoon
28886,fun,everyone follow @FollowMandy and @FollowSavvy ! they are amazing
26206,fun,@dannywood guessing... Ran 4 miles &amp; gym? Superman you  oxox
37779,fun,If EVERYONE constantly retweeted that it would make it!
2898,fun,Why can't I see WHITE SOX players @ random bars I go to.. NOT Cubs players  waaah
37971,fun,@DannysGhirl hehe i found ya
23596,fun,@fearnecotton http://twitpic.com/4jbn6 - yummm.....Very Nicee
22663,fun,Haha Happy Star Wars Day!  &quot;May the 4th be with you&quot; - clever
31702,fun,The wife gets stung by a bee and she has been acting like i big ass baby ever since and this was about 5 hours ago.  lol what a baby.
36552,fun,http://twitpic.com/4wppn - This is how wild at down and derby... TRNDS3TRS
18639,fun,"Launching fitness video blog with @kimidreams next week, featuring Polar watches, can't afford @bodybugg 's 6 weeks, video every day!"
28834,fun,finished eating sushi with ladiez  getting shwasteddddddddd**
27527,fun,@peacesignpamFOD that David -- nice to know he feels so comfortable &quot;twitting&quot; or &quot;tweeting&quot; us.   I have a feeling he misses home.
35104,fun,Six flags was awesome can't wait to go back
35234,fun,Cum fiesta at my house in my mouth  hit me up for the password
29986,fun,My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd
4341,fun,@Janiro dammm..i thought i was on to something  lollllll
28079,fun,"@Brawny2004 true true, I'm writing atm, trying 2 b coherent about the last 4 yrs&amp;string narratives through it but my meats rotting nicely"
35451,fun,@crazymadzy hahahahah!! 04 would be the chief contributors. lol.
39730,fun,"@ashsimpsonwentz http://twitpic.com/2uzx4 - haha, his heads bigger than yours! awwwh, lol"
20206,fun,"@DavidArchie if you don't mind, change your profile pic with a picture of you in UK. It'll be fun"
1753,fun,@ThatPaigeKid haha so your having father daugter bonding time? Lol anyways I g2g work get on msn later I'll be bored  x
3987,fun,@jennyreyn Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol
12907,fun,Hav fun at heav y Metal happy hour you guys! In the future @staygangsta accadentally sets it on fire while smoking with @grayblue
29649,fun,"@vrooje did you see Star Trek yet?  i've seen it, twice already! i didn't like it the first time, the second time was way better!!! hahaha"
33798,fun,"@TMZaol We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off"
17260,fun,Yeahhhhhhhhhhhhh friday..and I work tomorrow
25110,fun,Monday mornings couldn't exist if it weren't for some hot tea.
12210,fun,Boooo my 2nd wkend bein 21 n ima b in tha house alone
33690,fun,@thatswhack74  haha aww hun i bet you are more creative than me
36206,fun,@BrendaSimons do i wanna kno wat u mean by more than fine? Lol now i'm curious lol. I may have money by then  tis good too.
35228,fun,@prateek_agwl Talking to whom? This 'Shah Rukh Khan' is an imposter here... LOL! BTW thanx for the follow...
31570,fun,heading to bed with tea to finish Breaking Dawn.
27899,fun,"@stellarbeam Dunno yet, would LOVE to though! I keep missing them any other time for some reason :S &amp; have fun!"
35530,fun,Ive been passed out drunk for the passed couple of hours.  Good to go now
37246,fun,@anamoorz yeh i do like playing sk8 but i dont own it . i dont even own xbox 360 lol. i skate down at the skateprk tho
24371,fun,@lorenanne I look forward to having one very soon
31983,fun,"@FlipFlopsChels Yes, I would love some more cowbell!"
148,fun,RIP leonardo. You were a great mini fiddler crab
24510,fun,"@JacobLovie Haha it's not awful at all, but I think everyone hates the sound of their voice when they hear it played back, I know I do!!"
31064,fun,Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can't wait to have a dragon pet
1491,fun,@ghozali actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously
22066,fun,Omg! Star Wars Day!  May the fourth be with you everyone  This calls for me to watch at least 1 film tonight.
33578,fun,"@babyvtec lol - that's what hubby's are there for, to think their wives are nuts."
34272,fun,"went on a ride to tortilla flats this morning with @wookiesgirl, a little warm, but a nice ride none the less"
11680,fun,Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty
21508,fun,"@lexikitty hahaha yes yes, of course  i look after them when you and jack need alone time ;D"
22059,fun,"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?"
28096,fun,YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.
26490,fun,"@xeydna sounds good, the one I was too was also fun"
28613,fun,get it right! I think I am obsessed with Hydes' voice @_@  I've chosen a guitar song to learn for the summer! Time to perfect picking!
12037,fun,@Harley_Dude @helloo_kitty @morninglory well aren't you just absolutely special. Haha special ed. I think I've received no new followers
33116,fun,"Awake, man, i need to go to sleep, i gots to wake up early for church tomorow."
5334,fun,"@HelloHolland noooo, why!!  what are you gonna do there? wandelweekend??"
2823,fun,@heyennovy haha we had balcony seats  not that great. there's a giant dragon thing that has glowing red eyes and moves its wings!
22928,fun,@taylorswift13 the video on myspace is so funny...u run a lot hahaha i voted
29188,fun,On my way to see star trek
33936,fun,@SlainwithSatan glad he's leavin' got ALL my expensv shit outta his way...did i mention glad he's leavin'? *bust empty beer bttl on head
39282,fun,"will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Peace.!!!!"
34117,fun,@jenthegingerkid oh. em. gee. i think that might be it!!! i wonder if i can get it @ a macy's - do you know a/b shipping?  @c2s :X sorry
20918,fun,@johnreppion also thanks for coming and playing the party games! The pics are good
23181,fun,What do you think I'm doing at the moment? Yeah you guessed it  http://www.phoenixfm.com/listen-now.php
21744,fun,@JONGIRL79 that would be awesome  lol
27142,fun,"@J00wish will do  it's only ï¿½34.99 on play.com, so might just buy it, it certainly looks and sounds good enough! i'm excited for it lol"
24873,fun,bahaha loving @rachmurrayX  twitter to me last night. DRUNK.  lol
32534,fun,wooo...my luck is done
21028,fun,"me and my friends are just sitting here and searching for pictures on google   haha, my friend found pictures of her father! haha"
36752,fun,"@get2knowpro oh, left off the  smiley face so you knew I was kidding."
24922,fun,Is getting her new double yellow volkswagen beetle.  happy star wars day.
35632,fun,assumes it wasnt so taboo to start an email with &quot;LOL&quot; considering that the reply it got started with &quot;ROFL. PWN3D.&quot; I love the internet!
3268,fun,leather shoes and bags are so hard to resist..
33255,fun,In weho! They're are playing a lot of brit
26945,fun,Watched 'The boy in the striped pj's' the other day too..one of the best films I've ever seen.
1592,fun,Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Russel Brand's Ponderland
21266,fun,Updating my iPod and downloading new songs.
7340,fun,@letsdrawmistle it was really good sally! you should have beeeeen there!  xxxx
36969,fun,"@AubreyODay Just got kicked out the club, bout to try to get into another, Lmao! Shot of Patron on you?! Haha."
20467,fun,@amber_benson Looks like fun doing the Macarena with a live band!
35383,fun,@burbleon hope your dreams don't come true
27452,fun,@Ian_Stokoe I bet! I can imagine how much work it is making a movie. I can't wait to see it
20534,fun,yeah so Prom Night is now the Craft (good movie)
26294,fun,@missgiggly Good night
23360,fun,@mariamabdillahi welcome back chica! hope you had a nice break
