,sentiment,content
12588,worry,@Beadz2Pleaz I think I might get some of that today.  My throat is killing me! It feels like it's in my lungs
1408,worry,What a busy day ... am disappointed that today's show is a repeat
18349,worry,My birthday is on Wednesday. I'm too young to feel this old.
22701,worry,"At LA Fitness, at work right now.....pretty busy morning"
9578,worry,Fell off the wagon and had a Maccy's!!
22468,worry,@Moonshayde I hope you aren't allergic to dust  Choc or syrup?
18288,worry,Thinking about Debra leaving in July.
13485,worry,"I quite fancy Gregg on #bgt. Singing wasn't as good as his audition though, sadly"
7033,worry,@FunkeyGurlNo1 I'm going to work.... bummer
36608,worry,"I can't open my eyes properly, maybe if i sleep for a lil' while longer it'll fix itself"
15865,worry,I can't figure out the empire puzzle.  Stuck at 36
14027,worry,"@thatlass as much as i love to be hopeful, i reckon the chances are minimal =P i'm never gonna get my cake and stuff"
10222,worry,@jasonridge1 you're in harlem? where? im so jealous right now! i miss living in nyc!
5607,worry,@hollsh I want to come over
6758,worry,I can't eat a hot pocket anymore without thinking about Jim Gaffigan
25131,worry,"I just arrived in the office.. I am preparing myself for a very busy day, listening Debussy.... those songs always makes me feel better"
26091,worry,"@lisalisad1 I only came across viva la juicy on fri, no testers only body lotion in the store.... but i defo need to get it asap"
12917,worry,"sure miss Chick, tho...may he RIP!"
12922,worry,Just broke her dresser shes had since she was three
15722,worry,"@coollike Sounds awesome, wish I could go but no way I could afford it   Have fun!"
6914,worry,@lets_eat_out
10681,worry,"@rubberduckygirl Hey, sorry I didn't get in touch sooner! We didn't go by Bologna. It was out of our way"
13703,worry,"@3spur I work at Schneider Electric, but not much longer. They are sending our jobs to Mexico"
3341,worry,"@ladybug8320 ooh, work im afarid  looking forward to a sunny weekeknd tho!!!"
33165,worry,@lightgood thank you  You too! I hope this turns out to be a top week for you.
3527,worry,@TVXQUKnow  I feel tired of my work  Cheer for me please~
22736,worry,"@AnnieBGoode Yes, that would be pretty creepy. I think its all a bit more innocent than that, I think he just wants to sell some icecream"
2314,worry,"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room."
12991,worry,"watching britains got talent, poor holly"
12542,worry,My graduation day... And i feel like a failure...
25667,worry,computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.
15081,worry,Our Quinn puppy got a sick.
8543,worry,"@breedimetria I'm talking bout everyone in general, no one wants to play with me"
1452,worry,what am l doing?? .....nothing much atm
18531,worry,@inkyoctopus I always forget SOMETHING when I travel. I am at Newark airport.
8681,worry,I'm siiiiiickkk  I dun feel good!!
28054,worry,about to book train tickets for friday!
12378,worry,I'm getting me &amp; my family ready for Kaylee's graduation! It's gonna make me so sad.
611,worry,Omg going to die of swine flu when I go to Melbourne
3786,worry,ARG! Eirtaku got hit by stupid bots. So much porn on a kid friendly site.
32972,worry,Happy mothers day!
38782,worry,Here's a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I'm scared of him
4015,worry,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though."
16411,worry,back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.
29111,worry,@slushy_gutter Trent wore that shirt at my show
16455,worry,@nessa665 this creepy guy when I was walking the dog  I've had my fill of creepers for the day
16608,worry,@AlpineKyle I am in the 'real world' which apparently involves a lot less twitter....  sorry!
5299,worry,I gotta do my assignments tomorrow  OMG mackillop has swine
2126,worry,"@damienmulley Yes otherdad  @katiemoffat Wait, do I go back to sleep or cause mischief?"
3660,worry,@MGChislett  Is there going to be any more TAI TV? Ah I hope so
1081,worry,feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa
25927,worry,@suzemart lol it was kinda funny.
3663,worry,Thinking about someone. Now a days I think more and code less  What is it...?
4916,worry,"great. my mom is pissed at me, so she sent me to the asbestos filled backroom"
18276,worry,"@pandjcrafts yeah I'd just uploaded 20 pics &amp; positioned them just right, then 'poof' gone, before I could save"
13843,worry,@Smokeroomsocial I'ma say you should smudge yourself before I start calling people given the malicious action we pulled the other night
29763,worry,@piticu21 4n? ma rog  never heard of it  esti beat acum? u tweet too much
643,worry,I was a very naughty girl tonight. dissappointed with myself
9072,worry,Bloody sunburned
29972,worry,Hehe nah just doing this and watching Ace of Cakes with @jlsegarra while our 4-legged &quot;kids&quot; run around. Couldn't ask for more
4592,worry,Friday is the new Thursday
7604,worry,I want to party down!
9024,worry,"Nice to come out of a business meeting feeling desired &amp; valuable. Now, to come out of a date like that..! (Or, to go on a date at all..)"
16645,worry,"@Linebeck Wrong  Besides, you wouldn't even draw for yourself now so giving yourself the &quot;responsibility&quot; to post there wud be better"
8160,worry,zoita had a cardio apt. 2day. doc says her hole-in-the-heart hasn't closed. she'll need the surgery to close it http://ghurm.tumblr.com
21379,worry,Zs.Nagy presents  http://www.nordugrid.org/manuals.html
26213,worry,@Jamie_127 LOL Just remember how it was after my car accident
5332,worry,Gah the sunlight is so bright today it's giving me a headache  Resorted to wearing new sunglasses
19599,worry,So lost  on my owm tryinh to find matter in the o2
23662,worry,"@crazyspeak so give me a quick update grace, you've quit the foodland job and you start at JB's tomorrow full time? heaps exciting"
3793,worry,@rainbowbrite22 What r u stressin' bout mare?
13147,worry,"@cecinievas omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!"
18140,worry,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her
11838,worry,"@corylamb i was going tonight, but you never wrote me back with the info  im sososo sad..."
21465,worry,@KankzXD ohh I know her from church .. she got me into mcfly
9863,worry,doesn't know what to do this evening &amp; is D R E A D I N G work tomorrow  it sucks.
6156,worry,Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231
29062,worry,@Taryll um...how long has it been since you slept?? startin to worry over here.. well i hope you are having fun... lots of love to you
39809,worry,@Zanna85 i changed my mind dammit!! a Tsar can change his mind at any time without no prior notice
28419,worry,Now I'm following you Ah Ha! Love your laff
29270,worry,Leaving the beach .. Having a great day with vicente .. We needed this time together
2722,worry,"Caught up with apprentice last night, poor Howard, it was Lorraine's turn to go"
8018,worry,@iamdiddy including myself... guess umma be partying alone yet again...lol..
2229,worry,@yanq_ndo OMG I'm so sorry. I'm the worst employee ever. My hard drive just failed taking the survey data with it
3061,worry,"@AlexMaza thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn't emailed me or communicated n 4ever"
13765,worry,ummmm i have no idea what im doing but my friend is pissed off at me now and i dont know why she hates me so much I NEED HELP BRITNEY plz
22509,worry,@locuta did I miss something??
31395,worry,@janicejenelle - thanks... I may have narrowed the location down to the car... hoping it's there
1322,worry,Noones talking to me anymore
5474,worry,@CaityKaboom so sad i have to pay $60
15853,worry,Feeling lonely and in need a a good friend
14103,worry,My Sharpie is running DANGERously low on ink
5204,worry,@LadyLogan I thought u were down here so I came down and u were mom said no RJ took them
11330,worry,Tried Nokia's Ovi music store: &quot;Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system&quot;
22930,worry,@SmellTheRainbow really .. least u wont hav 2 put up wiv him
22366,worry,"@sawwaa I wish I could work like you, dude..."
3056,worry,@djain1989 yes .. thats a problem   #prism #fail
5707,worry,"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already."
7389,worry,"Hour fifteen drive. Just left, bored and ate half my food already"
23078,worry,Shower/traffic/factory yaaaay
10802,worry,@AQuietMadness You don't think they will catch them? God yeah can you imagine how they're feeling
285,worry,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
19159,worry,"reason #123,243,342 I don't like weathermen, school program canceled due 2 rain.Show 6p-7p now 8:15p still no rain  #weathermenRneverright"
15974,worry,"Ever since Orchid quit drinking from a bottle, she's been eating us out of house and home! Holy crap girl! Still not drinking milk though"
6125,worry,@JeanetteBern Sorry JJ i missed that post  I'll make sure do so next time.
1691,worry,@andyclemmensen Me too  @shortstackband haha I did but have no credit
29286,worry,just got home from a partyyyy. had a good time. can't wait for my birthday in 7 days!
9380,worry,contemplating getting my hair cut and having severe anxiety about it....
39496,worry,Happy mother's day all you moms!
349,worry,@Moss1982 bad times?
19896,worry,Still raining here in The Bay...I forget what sunshine looks like !
15543,worry,If you're going to actually read them you have to at least sign up  no fair!
20522,worry,night night dollies  you are al so amazing
17669,worry,"I hate to say this, but CLA really should have had a press conference or something today."
4055,worry,Forgot to set the alarm for a 6am ride  Hope I can get in a few easy miles after work.  Tomorrow: racin' the Gap!
10525,worry,@websiteowner Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....
3517,worry,Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why... http://bit.ly/etB8H
19644,worry,my hair hurts
7743,worry,needs to wash her cats. Uncool.
26292,worry,@catholicgirlyz ohhhhh with ya
