,sentiment,content
26437,love,"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals."
23095,love,just set up a new computer again. 15min. I love Norton Ghost.
38866,love,@davidarchie needs to make plans to come back to uk! yest he made my year  love him xo
31909,love,happy mother's day to all the mommies!!!!!
22107,love,my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!
35792,love,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9
27076,love,wanna go to hav my beauty sleep  gdnite .. sweet dreams
16798,love,"Headed home, dad duty tonight. Might take the kids to the course again. Although my boys took me for $11 last night in a chipping contest"
35158,love,i'm going to try to get some sleeeeeeep. goonight twitter  have a nice mother's day.
31525,love,@oreoking awe thanks
39753,love,"Love sundays. Especially when F1 is on!! Still in PJ's, no plans to get out of them any time soon"
21056,love,"@mrskutcher you're so classy, demi. Love it, don't stop doing your thing."
29928,love,My purple pusrse is pretty  someone tell Katie Holmes!
38556,love,@SongBuildersUK wow is a good idea... but the b-day was yesterday and I already took him a present! Thank you anyway!!!
31705,love,Saw this lil girl that has big eyes and hair like Dora the explorer. How cute
6027,love,@mommyto6kids oh great.
14627,love,"Cupcakes, creme brulee, tiramisu~ I want some sugar"
30412,love,Happy mothrs day 2 ; all thaa moms outt thr  *
4080,love,@MYoungPSU  i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again
29529,love,"@Jacobyshaddix Hii,I freaking love you  I would be the happiest 13 year old girl alive if you replied to this."
31883,love,It's Midnight - I'm outta here.  HAPPY MOTHER'S DAY FELLOW MOMMIES!!!  (And to non-Mommies too).  May EVERYONE have a special day!!!
30251,love,@LisaPreston Thank you for the follow friday love
31156,love,http://twitpic.com/4wbn6 - my hubby and his adoarble baby brother
33167,love,@thewildjoker I selected 4 people today out of my list. Out of 300 or so I picked the 4 that made me laugh!
25220,love,@LittleFletcher Can you come with the guys to Brazil? We'll love if this happened!
37566,love,"@crazylabel Ordered mine, thank you!!"
34062,love,@aaalisson YES. He's fascinating. I love his bedroom.. oh my God. The books.
20847,love,@Sappersmum I think I like them all.  http://bit.ly/lzRPC
4515,love,"@lowkeyriez nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio"
28213,love,"@fmlim If you do, I'm sure you'll enjoy"
29183,love,the mum's cake is done.. now i need make a good luch and tomorrow will be an amazing Mum' day
38018,love,@MariamUAE awesomeness
27317,love,Goodmorning
37820,love,@katelynndivine I just texted you but I hope you know you are my favorite
29878,love,really fun day  gahhh i want my new phone this razr is killin me
32248,love,@db aww that's cute
29322,love,@Hogman49 thank you! I really appreciate that babe
31302,love,Watching SNL  gahhhhh Will Forte is soooooo funty!!!
21906,love,Happy Birthday husband
23224,love,"@Gertrudesteinjr That's kinda cute, to be honest"
28734,love,I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!
3229,love,Archie Proposes Veronica in the Latest Archie's Comic. The Longest known Love Triangle is coming to an End. Poor Betty.
29032,love,I lafff the rain
33436,love,"@penny268 Lol. Thanks, Penny. I'm trying to believe you."
15589,love,@aly_jo3 I want a hug
26542,love,cant wait for prom and after prom party on friday
18738,love,I suck dick
5565,love,@enrapture_ I'm still waiting for them to recontinue their &quot;breathless&quot; scent..  lol
8723,love,@babyblueonline omg I'm so sorry to hear that!  If you really need to talk to someone I'm always on here. I'm a shoulder you lean on
10831,love,Just got my heart ripped out  i love you guys
22825,love,@rosehwang Always welcome sweetie! *HUGS*
10979,love,The arrival of cargo Red G5 to Toronto has been postponed til tomorrow afternoon.  gonna miss my lil bro's bday...he's been waiting 4 me!
38887,love,wow the weather is amazing today!
38477,love,"Basically I've listened to Miley Cyrus for fourteen hours now, and I love it."
35788,love,@patofnavar Dylan Dont think twice.
23934,love,i love his nose kisses
33114,love,"wow, so x-men was pretty much amazing. i love wolverine."
35380,love,@crazyness  o sweet i saw him last year with kenny &amp; sugarland will be with kenny this year.. i have seen them b4... love them.. gknight
21557,love,@ladyzae WOW.How sweet!
33501,love,"@Morgan_Company Hey Kathy, happy Mother's Day!"
22136,love,@just_kap But I think it's cute.  Do this every night okay?
25633,love,"Happy &quot;Star Wars&quot; Day, Twitters.  http://migre.me/SiE :*"
33279,love,Still love &quot;The Sizzler&quot; though...and Chuck NIce. And Doug Benson. And Paul Scheer. And Nick Kroll.  Love me some geeks
30702,love,@Tellybelly1 Aww...thanks! He's the best husband ever. He really is. I'm so lucky!  Hope you're having a wonderful Saturday evening!
39060,love,Happy Mother's Day !  I feel blessed on this day to have wonderful son who is also my best friend
4734,love,"Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat."
25907,love,Mother's Day is THIS Sunday.... don't forget to send her something special  http://www.youtube.com/watch?v=ExpmTEVSFQg
4298,love,watchin' a moovie...and im sited about going 2 ma friend Sara's tomorrow at 9:00 a.m. She was injured   I luv ya'll. i will keep u updated
20828,love,@iheartmissy http://twitpic.com/4i8kk - How pretty !
32929,love,"@RobPattinson_  I just want to tell you that you guys are amazing, thanks for Twilight. I can't wait until New Moon comes out. Melissa"
30527,love,Now I like #startrek. Personal feels that #Startrek movie is better than #xmen.
21313,love,I am thoroughly enjoying my new ringtone
33925,love,loves her mum very much! Happy Mothers Day to all the wonderful mothers out there
27951,love,"ok i just spent like ï¿½50 on soundtracks, a galaxy class starship and EVE online. sigh"
8277,love,@jroberson4 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!
22525,love,It's teddy-chucking time
28244,love,@solangeknowles cn i gt a twit frm u pls?  Hva gr8 shw 2nyt !
33178,love,was busy talking with mom and bhabhi.. they liked the cards bro and me made for them  now waiting for sis to get back from Church..
31024,love,@manoyjoe: thanks. happy mother's day to your mom as well.
27812,love,@CraigVenables thankyou
33136,love,"Happy Mother's Day to all the amazing women who put up with us crazy, demanding children. Thank you.  Very very much."
26163,love,@dannywood  LOVE  YOU LOVE YOU LOVE YOU LOVE YOU! okay can you read what I am saying... LOVE U.
32039,love,"Hey Oprah just watched the show with Hugh Jackman, I love him too, he is so sexy"
26020,love,This is a much better tool than some I have come across http://www.tweepular.com - Twitter Karma on Steroids
5304,love,Jesus Christ meadowhall could do with better air con! Too hot
34229,love,On my way home...today was UBER funn..seriously a great day..i love my family
23901,love,I have not tweeted for SIXTEEN DAYS! I miss it =( I've been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!
32052,love,@StealthBoomPow night honey..see ya tomorrow
28803,love,is STILL sick. But still loves revenge and the possibility of more revenge to come
15490,love,"@goodwin0904  hey, but you have gal pals here in Phoenix!!!"
1978,love,Ok so I did shed a few tears watching the preview for next weeks Medium. I'm so scared. I'm so addicted to this show. I love it
23559,love,@ohmyjooo miss ko na nga kayo  hope we can have the shoot soon. Joover!
31713,love,2 ALL THE MOTHER OUT THERE.MAY THE GOD BLESS YOU MOTHERS/MOTHER-FIGURE OUT THERE.KEEP FIGHTN DA GOOD FIGHT &amp; NEVA GIVEUP ON THE YR CHILD.
7660,love,cant decide on wht i wanna do with the rest of my day...i think i may go bk 2 sleep  woe is me! uugghh! lol
23134,love,@chaz81 Do U have a Morrisons near u?? Their chemist should be open!
34190,love,"@KManCOBHC You, the other crew and COB tried your hardest to put on great shows and fans all appreciate it. Tell Alexi get well soon  MH."
25894,love,I'd love too see you were it @Ximovana
20048,love,"@yourshyness21 lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I'll ttyl girl"
12294,love,@emzyjonas im probs gonna have to wait until it comes out on dvd  x
29021,love,Subway=yum!
1167,love,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough
35683,love,@thisgelly @missneecie Happy Mother's Day to both of yall.  from me and my boys...
6961,love,@marebear521 its open now??? Its so good!!! But didn't agree w/me
25789,love,@jessie_ho i like the sound of that
20067,love,"@LeilaniLi thks 4 the follow, and @newest tweets, i returned the love"
23896,love,@IndigoGardens Lol! Joyologist? Love it - much better than the happy freak who can't stop smiling  Enjoy Monday!
39157,love,Happy Mother's day VALK!!
38292,love,"band recommended by Steph --&gt; PARAMORE! who else? a great band, consists of-&gt;Hayley Williams,Josh Farro,Zac Farro,Jeremy Davis  best band!"
22548,love,"@weshotthemoon most definitely will!  also, i wanted to say &quot;perfect time&quot; was my favorite track! it seriously made me tear up!"
22758,love,@rahulgoyal1986 Thank you.  I love my tattoos they are all very special to me xx My feet ones are beautiful  xx
27944,love,"@weddingsites Not a problem. I loved that idea, and of course the photos were just perfect!"
22840,love,@DHughesy congrats on Rafferty's arrival!  he is so cutteee!!
33521,love,HAPPY MOTH3R'S DAY 2 3V3RY IN TH3 WORLD!!! ILY
21973,love,@Debbas My Mom is a nurse practitioner&amp;spent entire life devoted to the field.  The good ones deserve to be recognized! I'll follow her
37070,love,i love my mummy
39241,love,star treeeeek?! only one hot guy there  and i get to watch him do his hot stuff woo.
22816,love,"@tommcfly Tom, I saw again a guy who looks like you in my campus today. He's SOOO adorable... :&quot;) But you're still cuter than him. Haha.."
28726,love,"@ryan_leslie I love the video!! You are inspiration Mr. Leslie, can't wait for the new album still rocking the debut."
32133,love,@siriuslyheather I love chocolate. Must be PMS
7878,love,"Steve makes fruit smoothies for me each day &amp; they are berry delicious, I made mine today &amp; it was berry, berry bad"
22772,love,@LittleFletcher sounds great!!!! I hope you look so beautiful  xxxX
31166,love,"Tonight, will be a good night  &lt;3"
12815,love,sizzling outside. Work inside = double
27826,love,Good Morning All!   Hope everyone is doing well on this Monday!   Thanks for all the #followfriday recos!   I am blessed!
36104,love,"@alyandajfanatic YAY!! that's so cool  aww that woulda been sweet, no worries though! I'm just glad you had fun!!"
22570,love,"@tommcfly awh Tom, thats really cute. i love you guys for that really, 'cause you care about fans  x"
696,love,Hahaha! Alright  ..
21319,love,well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys
37213,love,"happy mother's day, mom  I hope the breakfast was nice.  I love u ?"
30932,love,"@mattgreen110 Yah, I know. I appreciate it a ton"
24011,love,"@Mennard You are very sweet, my everyday hero friend"
18205,love,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn
36991,love,oh what a night love me some aces
30254,love,"Im soo happy Kellz is back from TN, we bout hang out  all the time"
34083,love,@MsDamn Happy mothers day to you beautiful!
35064,love,Loves him but most importantly loves my mom! Happy Mothers Day!
35152,love,going to church  god bless you all.
1210,love,Looking at old pictures... I love it &amp; miss the good ol days
1209,love,wth is happening with my neck. this is definitely not stiff neck :|
13591,love,@buckhollywood aw it was so sad  shes too cute!
28088,love,"@brinahaha i'm just starting it brinn, guess what?? i get my laptop back  but i can't use the messenger, hate it."
7558,love,"David Mitchell's presenting 'Have I Got News For You' tonight &lt;3 I love him! I think he's ace &lt;3 On another note, damn this headache"
36444,love,Hunny was here today  or should i say last nite. Haha. 5 months&lt;333
8313,love,@Irish_Jean awessomee! cut my hurrr i give massage? orr alkie? or foodtour? yeaaah! &amp;i'll pray for ur cousin
20776,love,@bubblegums I got a dove bird &amp; names of my cats for example &quot;small hearts- &lt;3 fefe &lt;3 lulu  &lt;3 paw &lt;3 &quot; - i will update pics later
12891,love,Aww I got to see my 1st grade teacher's last day before she retired
30115,love,@harleyfatboy88b you're welcome
16491,love,Last night in Chicago!  Making it one for the record books. Wrigley most likely? See you there?!
39782,love,Happy mother's day to all the mums out there
24570,love,"we can sail around the world, you and me baby..."
29479,love,Eating at Zippys with candace!
18373,love,@NanaSuzee i'm on my mobile so it won't let me  but i can't stop thinking about you ;)x
27383,love,"Also, I designed the banner for http://mudroomboston.com/ - pretty stinkin' cute no?"
38644,love,Awesome beer pong party at my house in the yard tonight  going in when the sun is rising is officially B.A.
26377,love,Hell yeah Kellynn got a Twitter. Finally.
24152,love,@TrIsHa87 dan humphires is the most adorable human being ever   i &lt;3 &lt;3 &lt;3 him
37263,love,"Happy Mother's Day, amma!  I made u cake, remember? U loved it!"
22809,love,Finally i have finished my tec recipe card and i feel somewhat accomplished
36709,love,"just sitting here watching my babies, life can be amazing afterall"
30163,love,I make delicious pasta
24843,love,coffee and gym... starting the day off right!!
31643,love,I Luv Da movie Say Anything...  ? http://blip.fm/~5yroy
14687,love,Annoyed  greg diddnt go through  i guess well done holly
37245,love,"@PerezHilton Guapisimo, chico you and Ms. Lady Gaga looked amazing as usual"
37875,love,@mileycyrus http://twitpic.com/4ukqe - haha cute and beautiful  U R cool Miley.^^
25760,love,"@ROBsessedBlog Welcome back, and thanks for the pictures. You made my morning 100% better"
3457,love,@Impala_Guy Maybe we will meet later again my friend - would luv too )) Iï¿½m still at the office and have a lot of work
16686,love,really hopes her car's illness is not terminal...
28600,love,"@SaraBareilles just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity"
31076,love,@mariramos hola Mari. Happy Mother's Day! Enjoy the family and the beach
21846,love,loves listening to people practising on the piano downstairs
34047,love,"In other news: i like this band, &quot;Lydia&quot;, and its easy-going melancholy-yet-cheery songs. It's good listening"
26665,love,You never really stop loving someone. You just learn to try to live without them.
34888,love,With my baby drinking. God I love her
16366,love,LOVE @myfabolouslife LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.
20403,love,likes the reports from testers of his new package for Synology diskstations  http://plurk.com/p/ror5d
34035,love,@PrincessArchie Remember to put your phone on silent! lol  Night loveees
10311,love,I have the biggest crush on Pink but she doesn't know I'm alive
25204,love,@taylorswift13 http://twitpic.com/4gnlp - THAT IS FANTASTICAL
27160,love,"@isparkleen wow, that's good"
36633,love,To all mothers in the world : happy mothers day
36859,love,@meanpower si de cand ai twtad?
36607,love,Kinda feeling in a reggae mood.... hope you all enjoy the smoothness on this lovely weekend
3681,love,@harrisongilmore if only that was really my job title
22268,love,@taylorswift13 heyahh i thought u wern't cumin to london till the 5th ? i love you taylorr ..xx
31737,love,@odangitsnikki There's a way around that 72 Minute Limit ;) AIM me and I'll tell you
33557,love,@genehiga Your studio! @annhamilton and Bogie became one of your best friends after you guys started it.
31418,love,watching my baby on snl !  baby you look greaaaaat ;)
13401,love,@ArchisM @kaushal I'm here I'm here!!! But #twpp is oficially over guys
22585,love,"s/s aus fshionwk- zimmermann,illionare,dhini + gail sorronda,ROMANCE WAS BORN,lisa ho,CASSETTE SOCIETY-loved the tutu, balmain ispired?"
30891,love,Steel Magnolias gets me every time.. SNIFF... LOL!!! V and B make my days and nights brighter too
32825,love,And ... Happy Mother's Day to all Moms   You sure are the ? heart of mankind.
36266,love,@Eganan- I LOVE YOU!!!! YOU MAKE ME SO HAPPY!!!!
30843,love,@purplefrogcat Happy Mother's Day to you
31174,love,"Ok I'm going to go read my new Demonata book,so later  &lt;3"
29348,love,happy mothers day
23768,love,"unhooking my pt's, then home to SLEEP! SLEEP IS GOOD"
5731,love,"Not feeling it 2day, just left the glasses on  peace and unity."
32321,love,"Reading the bible, praying, then bed"
1064,love,@TicketChoice lunch was going home to rest...not well today
39974,love,to my pretty lady @nikkiwoods HAPPY MOTHER'S DAY!!! She's the mother of my future son-in-laws
16604,love,@JosieChang I don't get it...
36979,love,@JonathanRKnight @jordanknight Happy Mother's Day to your Mum
33553,love,@evgibson I have to admit at being a Colin Firth groupie at this point.
14206,love,@looloojoju aww  im ok been stuck on a coach coming back from nans today and its been lovely sunshine too  xx
34800,love,Happy Mother's Day to all the moms out there.
34144,love,@laurenconrad http://twitpic.com/4wh4d - this is a very pretty picture
9149,love,Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening
5892,love,@kweenie Are you in Galbladia Garden? That shit is hard.
32082,love,I love my big brother very much.
30418,love,happy mom's day  http://plurk.com/p/stsir
30816,love,@mrskutcher you guys are an awesome couple
32627,love,@Alyssa_Milano hahaha i love how u threw in the pets thing.  sooo same to youuu  love ya much
28339,love,@jordanknight  yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx
25023,love,"Off.  Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it's all good!"
29779,love,Going to the Gold Coast for mothers day lunch
30743,love,happy sunday all
12287,love,Can't wait for this weekend...I need a break
36442,love,"I really should rant about my bad day but I wont.  I am grateful for my mother, Gma &amp; other powerful &amp; influential ladies my life!!! ILY"
36002,love,"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album"
18777,love,"@selenagomez aww, we will miss you.  At least you get to go home right?"
22909,love,@Bexy91 congratulation  about the icehockey victory against switzerland..
31239,love,just came back from karaoke &amp; eating dinner with emily. it was sooooo much fun
23221,love,@ExocetAU Hey lovely.. hope you had a good day  Thanks for an awsome night and teaching me how to put together a tie...hahaha
31458,love,"greek season two, i love this show."
9047,love,"@ChristinaHz no wayyy, that's too funny.  well he sure is missing out, but ever since you left, i feel i am too  when is your next visit?"
19880,love,I am so sorry i fell asleep first
35300,love,@angiemartinez happy mothers day ang
11753,love,if i had one wish it would be for my friend J to not have to work
35614,love,@NKOTBSummertime LMAO. Joey is mine  I cant wait to meet them in july!
20437,love,@WOMADABUDHABI  glad you liked it-  he's done loads of arrangements but that was the only one i could find on blip
37036,love,Happy mother's day to my sweet mum
24897,love,More to thank for #ff shouts @applemacbookpro @aefpix @BrienPeters @DianaRusso and heaps more. Sry will be here all night i now realise
37328,love,"@lina83 Like your pics, Lucky Girl, again"
24959,love,@mattbeesley why thank you. I might just take you up on your offer
8959,love,"@orbitaldiamonds awww bb, you sound lonely  I want to drive up there/fly and snuggle you too"
30497,love,"Why do you think people say, &quot;save the drama fo yo mama?&quot; I'm sure even yo mama wouldn't wanna listen to ur drama. Ode to mother's day!"
33904,love,@istribawel haha iya  starting to tweet again krn mitzy baru ber-tweeter jg Nit.
27816,love,O.M.G  im so sorry to hear about davids cooks brother! if u actually c this david Ireland Loves You!
32364,love,Oh Justin Timberlake. I love when u host SNL!
28218,love,@RachelleKOMO Very cute!  Don't miss out on puppy school.  Now's the time.
39569,love,"welcome to all new catvampees, enjoy the ride"
35948,love,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother's Day for the first time as a mother."
21095,love,@sun_ho Yay you can eat proper food now!
33385,love,@RiChArD_Morgan_  which 1? There r2 that I love and want to share  i just wish I'd made them-
23524,love,is going to be in Texas in 15 days!!! eeekkkk!!!
35675,love,I love my mommy.
20568,love,"@Veggie_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov"
25961,love,http://www.mmemarko.schilderweb.nl/ for my homepage
38596,love,"@kymdotcom in anticipation of him making me a cup of tea, I'm agreeing. Now it must happen!  No, he is awesome."
30894,love,watching chelsea lately!  loveeeee her &lt;3
29642,love,reunited and it feels so good
38959,love,"@dashkaaa we always miss each other, don't we?"
36259,love,Happy Mother's Day to all the mothers out there! Do have a good and enjoyable day
14537,love,"@Sparkly_Devil1 Big Brother quiz?  What?!  I'm too busy rocking out on Guitar Hero, I didn't notice any such thing"
39929,love,Happy Mothers Day! allergies are gay. Oh and I hope Miller has a better day too
2274,love,@albamayo...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx
20211,love,Last song .. then I really have to go  ? http://blip.fm/~5jbvo
36667,love,"@DENISE_RICHARDS A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother's Day"
35107,love,Happy mothers day everybody
23568,love,"@KristinaHorner Wow, you're car's awesome! Have fun with Alex."
22867,love,I love the fact that it's a bank holiday monday and i can stay in bed
37597,love,self-portrait week http://unbecominglily.blogspot.com/2009/05/announcing.html  would you like to join in?
36777,love,4:15 finally home from the city.  - now time to head to sleep!!  goodnight! &amp; happy mommy's day to all the mother's out there!!
36377,love,"get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride &amp; I rockin' the reception"
38394,love,@amandabynes heey  your awsome. god bless.
9795,love,"at the house home alone   , playing guitar some guitar hero loud."
24370,love,@mcarvin That's tonight?! Cool
32902,love,@SerendipityJane I'll check it out!  Thanks  and good luck with your book!    Bella
2471,love,Summer is really ending. It's raining.
39921,love,@wossy http://twitpic.com/24mer - i like Mr Piggls I mean Pickles!!
31524,love,let's make this last forever.
35779,love,@indigofish911 Ooooh! I thought eggos were some kind of synthetic egg or egg sustitute or something. You crazy Americans
32590,love,happy mother's day to all moms out there...
38550,love,@hl2run Anyone with big fingers  But I've loved it...
8841,love,@StylistaMunchee I lluuvv u too..  ahhh im gonna miss u evenn moreee! lol
32666,love,@NoraFrost Thanks for the #followfriday mention. I really couldn't make up a better name for myself.
29655,love,is loving the fact that Jor can talk and tell me what she wants!! AMAZING
17358,love,@Karetron I KNOW!!!! Its all stormy outside.. and my hair looks cute today..  hahah
11942,love,@crystalchappell Jealous.. stuck here with Ohio sun  Safe travels...
6453,love,It's officially the start and the end of my summer. Oh summer school
33074,love,Waiting for the Black Eyed Peas to go up!!!! We got backstage passes thanks @sammysamla thanks again hun!
33221,love,@MrPresident92 I was just about to put in &quot;@&quot; and then my username.. Wow.
38741,love,"Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I'm still exhausted from last weeks meetup"
25541,love,Happy May Bank Holiday British Peeps
27292,love,http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero
15243,love,@MissBethAnn   I'm a Metsies fan also! Boo Hoo
35639,love,@creamspyder  thanks  you've been quiet lately!
34521,love,@mOi_UAE wth! .. 9_9 hello you
31556,love,@dbvictoria love the necklace!  What a fun idea
26498,love,"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?"
18037,love,Sweet booth at Newport... But all the people are outside  http://post.ly/hEb
32894,love,Home from Chelsea's  Jam sessions = &lt;3 = Chelsea + Abby = I luh you.
27727,love,@Dementress BIG HUG FOR YOU
30679,love,Happy Mothers' Day to my mom and all the mothers in the world
11040,love,"Noooo my favorite coworker just got a new job, he's doing marc jacobs shows now, not fair! I don't want him 2 go!"
23346,love,I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei
36139,love,Lying in bed with my most favorit girl in the world. happy mommys day to me.
39279,love,@CirkusMike tweetie is very good for multiple accounts too. Grab the Mac Desktop copy too if you have one
26094,love,@apgwoz great pics! You should try to start selling your race photos to runners
2085,love,@SexyKellyC hey chocolate chips is good.  i want a snack too but i'm out of snacks.
26082,love,Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8
