,sentiment,content
23079,neutral,"FINALLY FINISHED MY FUCKING FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....) :/"
26724,neutral,"@benny_bennett gotta go drive my Dad around today, but i'll be back this afternoon."
30675,neutral,"Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up"
3795,neutral,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now"
5921,neutral,my hairs straight  lmao
29566,neutral,watching role models.. absolutely hilarious
14729,neutral,It's been 2 days without gas...the gas company turned it off to do maintenance. I can't cook.
38746,neutral,"actually just woke up, going to attempt to see 17 again with Natalyy"
26302,neutral,"@ramin987 Aha both same length, touche"
7344,neutral,got a case of the bubblies.
19078,neutral,Ouchhhhhh I burnt my frkn tongue
28863,neutral,"Needless to say, I didn't stay to find cache#90."
221,neutral,"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking"
14113,neutral,@Momofnation is it bad that I sort of want her to miss me?  I know I will be missing her.
26081,neutral,"Hey @joyfulbiz, I bet you and your tweeps have lots of mother wisdom to share."
25882,neutral,@ary_ary aaaww fall for you of courseeee
5854,neutral,@msolf ???? ????? ????? ?? .. ????? ?? ????? ??? ???????
6007,neutral,Going home to get clothes
17065,neutral,Oh and i almost forgot i have to take my lip ring out for water polo season
21044,neutral,Rocking out to a Shania Twain marathon
17635,neutral,Wants to go home
38387,neutral,Hubby just arrived. We're getting ready for Ranchero's.
26131,neutral,$RZ Hope so.  Time will tell.  Good luck   $$
16075,neutral,Yeah  :p
21439,neutral,@kindlebookclub pea plants!
14348,neutral,Another long day at Hallmark.
30570,neutral,at the drive ins with daa crewww
8145,neutral,Twitter is slow!
3990,neutral,just starting my day...a long Friday
31747,neutral,@iamrehman @barbarawaterst @myob247 @hiannie @Jan_Geronimo @JavierChua @ScottATaylor @ozsultan Thanks for sharing with your friends!
21832,neutral,"@pjaficionado I almost said, &quot;and grammer no exist either&quot; grunt.  But I stopped myself"
30727,neutral,Gettin home frm hangin with Herman
5559,neutral,@circusaudium it's saying that it is the wrong link-it cannot find the address.
30719,neutral,@Blanquis26  Happy Mother's Day to ya tomorrow
32563,neutral,"@ScottATaylor Well, there is THAT..."
13987,neutral,@BpTheProducer without me
10055,neutral,@arischenck Headed back to Baltimore tonight
36657,neutral,@THe_RuGGeD_MaN hi vishal
16685,neutral,Getting a little mowing the grass in this evening!  fun
27861,neutral,@Morrica Good Morning my Swedish Friend. I love the Meat Balls.  haha
18679,neutral,@donnaml40160 I haven't started packing
20763,neutral,is wishing she would get more followers
31698,neutral,@roxylove524 hope you have fun tonight
936,neutral,Ugh. Too much happened today. I really need a hug
12253,neutral,wanna do some sessions with ronnie he da bomb u know?
38888,neutral,"@SarahJacinta Hehe, you're an expert now eh?"
866,neutral,@ryanhalloran why not?
4996,neutral,"@JonathanRKnight so, how long have you been at the airport? can you smoke inside a bar or somehting?  would SUK to do security again, lol"
1837,neutral,Brownie sundaes at Five and Dumpster. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.
22695,neutral,"@SwimInGelatin congrats, dreps! and good luck sa interview!"
21221,neutral,@paddydonnelly you obviously havent seen my mrs first thing in a morning
16908,neutral,I am the queen of losing things. Important things like keycards and bus passes.
9676,neutral,@mileycyrus i dont think you can vote anymore! i tried
35327,neutral,@hockeygal4ever SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?
31784,neutral,@veschwab anytime. I aim to please.
39057,neutral,Watching John Edward Cross Country
20495,neutral,Late news then it's off for some much needed zzzzzzz.......Goodnight Tweets.
34761,neutral,@AshLaws You know what they say about great minds...
22640,neutral,july!!!!
10178,neutral,@nikkie20six well I learnt to use a machine yesterday! not too confident yet though so... hand sewin for me!!  xxx
50,neutral,Chocolate milk is so much better through a straw. I lack said straw
23138,neutral,@Katisha_Honi Might be cute to do a little picture book called &quot;The little book of boring&quot;
26632,neutral,@AliNichole0619 I am thinking about reading that too! She is talking about it on the View too! Not that you miss it often
8440,neutral,@nick_carter Vid is marked private..
32372,neutral,"@iamjonathancook how old is jonathan jr? I've got four cockatiels, they're two years now"
37737,neutral,Good Morning good old Germany - I wanna say hello to New York.  I'm not in love. . .not really.
34609,neutral,I ... think ... I read 'strawberries'  its hard to have a fav char in your comics: I like bad rabbit and the 'stud' chic - sent to kid
4007,neutral,"The internetz is busy this Friday morning: Google Wave, Hulu Desktop, Microsoft's Bing, Tweetie Update and Megan Fox as Wonder Woman"
18914,neutral,Sports car + curb = flat tire.
7636,neutral,here again in school bored wanting  2 go home
2787,neutral,@Tarale dinner appointment tonight
19194,neutral,@pandamachinne and i have cheese and no chips.
35804,neutral,"@misscupcake Of course. I'd send it to you, but I don't think it would survive the trip."
1888,neutral,"Gotta sleep, and then off to work"
20665,neutral,@DJWiLLGATES
23492,neutral,"@netvibes Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?"
27048,neutral,@powerpoole You are quite welcome Mr. Poole.
4239,neutral,in communications class
29313,neutral,Have to eat my veggies today.Mashed corn and string beans.But have steak along on the side
1218,neutral,"@toddh3284 T, im sooooo bored right now"
1820,neutral,@leslieyuko mine too
15211,neutral,@angeltalks I would watch if I was at home
25597,neutral,Browsing  find everything about university &amp; interior design.
17126,neutral,"Dang, I need a bed in the bay area Monday / Tuesday night  Anyone able to help out?"
33918,neutral,don't forget to call (your) Mom tomorrow
17403,neutral,"@JohnHLynn Now it let me upload a pic, but I don't have one of myself in the PC"
39776,neutral,@DawnMarieH Excellent!  You got a name for him yet? Don't forget to twitpic him.
16698,neutral,@queenroxs
23504,neutral,"@gemma_bessant  Yeah, thats mostly how I feel about make-up   The sleep part, not the vrooom vrooom part..."
36177,neutral,@marktesch isn't that a local dish? borrow
27289,neutral,@cskittles00 thanks to follow. have a nice rest
31303,neutral,@billzucker thanks will try to behave
9077,neutral,@adellecharles Sorry.  You're in upstate NY. Does chilly weather really surprise you? FL is much better &amp; the panhandle doesn't get as hot
37018,neutral,Pizza and gelato at Newport with hubby and boys
39264,neutral,finishing session handbooks - Just Health and Safety and Manageing Discipline and Grievance to add!!
25317,neutral,is currently watching supernatural whilst waiting for skins to come on
24939,neutral,"@saachiex3 Really?  Sup, Boom?"
20493,neutral,Hey @deangeloredman Mia!! Go to bed!!    (deangeloredman live &gt; http://ustre.am/2NlC)
27748,neutral,@undeniablyfaith Your post reminded me to sit something out. Looks like steak for dinner
28157,neutral,@FeliciaSlattery Kids attacking your keyboard?
706,neutral,@seanpercival Unless that invite comes with a beta key I'm not going to be much help...
1105,neutral,I hate TweetDeck when it reaches access limits
26348,neutral,"@dougiemcfly so which one are you The Good, The Bad or The Ugly"
1177,neutral,"@workhomexpert Nope, re-reading it all over again.     No offense meant"
7155,neutral,I also have to make space on my computer for the game. I don't meet the minimum requirements for Sims 3 at the moment
21263,neutral,"I'm a little hungry, a nice bowl of spicy lentil soup should fill the gap"
39472,neutral,@tieraa places to find you if you're not home- marilyn and seria beach
6973,neutral,@jun6lee Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons
13852,neutral,@opium_war  &lt;3?
33082,neutral,@NikiMoss  It should take you back to colorado where you belong
31163,neutral,@mrskutcher nice clutch
19722,neutral,@erinmusicluver  i thought you liked the name
9976,neutral,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I'd removed space which messed up URL.  ^ES
12409,neutral,"I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow."
6404,neutral,*yawn* At a hotel. Moving tomorrow
28158,neutral,Figuring out how this Twitter thing works
5252,neutral,has got grass all over him
5667,neutral,my sensors don't seem to want to last for more than 3 1/2 days
14715,neutral,Going to work
20153,neutral,@amytcathy at least you get to watch Lost on the way
6642,neutral,@MatthewFuller i did i only got 3 stars on the pre wash then failed the rince
9601,neutral,"got three grades so far: Math11 -&gt; B , Acct1B -&gt; A, Bio19 -&gt; A. Good times to be had. Sad about the math grade though."
5582,neutral,Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.
31318,neutral,Watching Body of Lies...good film
6663,neutral,@dlanham hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent
23437,neutral,"@jeffparks Good morning, sir"
617,neutral,Someone make me a cofffeeeeeee......
31596,neutral,@kylieireland Do you have a facebook page? If not I'll email you pictures of my bangs. If you don't like them I'll blame the kitties.
8222,neutral,"@heresMonique hey u, no not yet  soon maybe tomorrow!"
9389,neutral,right anyone know what episode of Bones is showing on sky2 tonight at 9pm - programme synopsis is not available on my box
1548,neutral,Last night in Australia
38250,neutral,@nindrawr ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.
6894,neutral,It's Friday... But its only Friday morning. Ugh.
1575,neutral,Shame I've gotto go to work
39366,neutral,And Sanath smacks it! Jaya-ho!
28162,neutral,"@JasonSobel Since part of your job is predicting what will happen on the golf course, what are you going to shoot?"
34901,neutral,@ElJefe_GM That's the plan
1836,neutral,http://bit.ly/LaZEL  Wow Christian Lacroix bankrupt.. sad
39883,neutral,"Obama last night: &quot;Most of you covered me, all of you voted for me. Apologies to the Fox table.&quot;       http://bit.ly/bGcnW"
29954,neutral,@packers4 That's interesting to know... thanks
28081,neutral,"Oops. I overlooked this LOLdog, also germane to #starwarsday :  http://tinyurl.com/cmal68 This is one of my earlier and better efforts"
5054,neutral,"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?"
2364,neutral,@justin_roe oh well.  I've never seen him do anything before so I'm not gonna say anything.
12518,neutral,Doctor Who has finished
26961,neutral,Listening to Sublime and 311 at work.. I have got to get these resumes done.   Then I have design work for the Fudge Factory.
20288,neutral,British Expat Tweet Tommy and the Giant Sprout: Especially for Fly  as part of sprout seaso.. http://tinyurl.com/c7kvb6
15319,neutral,"Or this, for that matter: http://bit.ly/SS6Yp  So jealous."
35673,neutral,@samthepenguin Wowza o____O you went the whole hog then
34985,neutral,Back from uminaa
7871,neutral,Just wants to compute
10579,neutral,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts"
37161,neutral,@mrsrance congrats ya ran
29614,neutral,"@dwight_davis Are you headed to a conference?  Oh and if you're doing the book buying ban, you can always borrow, right?"
6023,neutral,work all day
32473,neutral,Movie night with kate
32748,neutral,Happy Mothers Day
24954,neutral,He will be here in less than hour
33838,neutral,Heading to the airport
32528,neutral,today i get to sleep in!
14589,neutral,Terminator Salvation... by myself.
33152,neutral,Watching movies with my dad and talking about life
1799,neutral,Too much sand in the SD 790 from pismo this weekend. ANOTHER canon powershot broken. 2nd one in a year  What to buy this time...
577,neutral,@iceweasel im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...)
20802,neutral,@LukeDennehy Good to hear  I have a feeling though the 'behind the scenes' and/or being there is better than what is shown on TV!
35999,neutral,Wonderful day for my photo practicum of the Fotoschool. I wouldn't mind some typical Dutch clouds though
35906,neutral,i am letting you read this.......
21783,neutral,@Tottie Yeah he's also partial to JT and TI Dead and Gone and Pink's Sobre
14818,neutral,@andy2dx Awww boo. Maybe i wont be sober during 3s team at evo. I need to snag someone to be my partner
29000,neutral,@jareason left a comment on your blog post
2679,neutral,Is de examens al beu
4553,neutral,@mizbrightside lol hehehe ok!!! well hope u njoy your night tonight ok!! need to give Jim hand with shopiing
24514,neutral,The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed
21540,neutral,does anyone know how to move google chrome passwords to firefox?
1668,neutral,@brandillio that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check
7410,neutral,At ihop with the besties..minus one  where's the dr.???? At work of course
4037,neutral,"now, 3 teardrops."
31176,neutral,@derekcody oh ok. Well good for you...can I get some weather updates instead??  jk.
31244,neutral,@sweetdreamer I'm not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.
13834,neutral,nothin to do
6568,neutral,@tgtommy the link sent me to a tax relief web page
3117,neutral,@docbaty ow
13356,neutral,My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can't go wrong with those folks!
30059,neutral,@mommyof3_angels Self-confidence is the first requisite to great undertakings-seems like u r on right track-keep reminding me to follow u
21228,neutral,"@Esme_Cullen26 yes, yes it is."
29187,neutral,@tnewberry I was talking about the margarita machine.
23274,neutral,@khanserai why that's a halo
27318,neutral,S-a reparat Mac-ul. Ieiii! M-am saturat sa car kg multe dupa mine
16595,neutral,@mistersweaters one of them is
21898,neutral,Good morning ladies and Gents.  it's going to be an awesome day &quot;even though the weather is terrible&quot;
17049,neutral,"Anton!Chekov has his own youtube?! Where have you been all my life?! Well, at least til I 1st saw ST XI a few wks ago, no recent updates"
8805,neutral,@Thequeenoffree i actually need to be cleaning my house
37135,neutral,"Might buy some iPod apps later, hmmm..."
11281,neutral,@donnanorgren: and my kid is only 3 and is stronger then me
30954,neutral,@JoyKnows U see what I did there
31869,neutral,"Just Returned from Huntsville. Saw Sam Houston's grave, went to a prison museum and ate chocolate dipped strawberries"
5698,neutral,@AlexBurdz sorry bout your cat !
18678,neutral,@rikeezy or with any at all  boo. suits and grey hair.
13166,neutral,"@tchetelat Not as much as I did with Tweetie. It didn't jive with me, which is why I looked at Tweetie. Can't use either now, no iPhone."
34769,neutral,@mrlowesadvice time will tell
2441,neutral,@Jay5920 leave Fraser alone
32903,neutral,@kel7alpha I only happened to look on a random chance. Timing is everything.
16107,neutral,@AKARA it was hours ago i came in.... and it's only now i realised when i went to buy something online
13530,neutral,@kimmyownsyou @bkmaarten They don't do car audio
5866,neutral,@CandaceRae The link didn't work.
36170,neutral,"@Skiingfreak77 and by the way it's short stack, not sway sway  sway sway baby is a song of theirs"
21576,neutral,MAY THE 4TH BE WITH YOU. Happy Star Wars Day
14333,neutral,@PDX_Grenade The link 404'd.
32032,neutral,@DarknessBound It's been doing it for two days. We have a comcast technician scheduled for tomorrow morning.
37076,neutral,@thegrates My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni
5682,neutral,"nvm, i'll stop. whatever. see you 5th i guess"
6769,neutral,....... and I never got to see it on print
36959,neutral,@nataschaartworx Thanks
5781,neutral,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651
30543,neutral,Aww people must be COLOR BLIND  HUH random1
24656,neutral,Morning twitter
28122,neutral,"@tailsy Absolutely, I was just thinking that"
23487,neutral,On the way to my aunty's
31385,neutral,watching 3rd JONAS ep.
16952,neutral,@kathryntft Ahh dang of course it had to do that  She better e-mail you back fast!
4478,neutral,@ElizabethN I may be in the US for it in which case I'll attend but if its off my own back I can't afford to go
13861,neutral,"aidan, please"
25626,neutral,@mrtrev that'll do it too
36077,neutral,@Kool_Aid16 Goodnight!
27196,neutral,"@jill777 Morning! I saw that! Ridic!  Not only insane but stupid, esp in this weather! So glad we don't have to do that!"
120,neutral,Well it almost was a good day... Guess I just retry tomorrow
27402,neutral,@Kat_KittyKat hello new follower  haha!! how are ya?
34066,neutral,wants Friday to come quick! I want my beauty sleep and shopping...
6000,neutral,@chelsea_playboy R.I.P curls
23243,neutral,Searching for wavy hairstyle
23538,neutral,can't wait for the 8th and the 13th.... its gonna be a loooong night!!
37227,neutral,"@jessca86 on iPhone? Soon they're adding auto-fill on logins, so you won't have to type it all out everytime."
37524,neutral,@TheEngTeacher it's always time for coffee
19178,neutral,@sophiebenjamin  it's very pleasant. i sooo rarely just have time to kill...
26260,neutral,@TraceyHewins Good Morning
22357,neutral,"@zeeble u dont even need to go to the options, the button is right there (on top right corner)"
8655,neutral,Lately i've been waking up with the sun in my face but not today..
27390,neutral,"@letskilldave - Yea, I really need to learn to reload my own"
25965,neutral,@colinn And on Wednesday I'll get my government paycheck.  It's like we just swap money...
2253,neutral,prepare yourself
7482,neutral,shower before doctor's appointment
3213,neutral,"@karess I do feel bad for him too. Especially na ngayon pa siya nagrerehab siya and all. Wrong timing. Still, maybe he had it coming"
38234,neutral,"mmm one more thing... I forgot to give Kudos to Drea, Elisa, Ise, &amp; Shelane for all helping out with greek week! Thanks ladies!"
14227,neutral,"@man_wi_no_name nope!  the printer in the library didn't work, ill have to pass it in monday"
24726,neutral,@lisa_sue_li natï¿½rlich
12577,neutral,@pd1ddee i havent got a call
25818,neutral,@BamaBlockhead You will know me and Kristi in Raleigh... right??
27920,neutral,@_Ra_Ra_ your not alone...i need coffee too.
12483,neutral,@jess_lokelani  i have no idea!
29730,neutral,@KarenAlloy Congratulations  xo
8605,neutral,damn... people contain gluten so now i cant be a cannibal
39991,neutral,@lovelylisaj can you give me the link for the kimba diaries please?
37284,neutral,At Home
24757,neutral,@bonbonita Thanks!
37153,neutral,@teachereeya and to you too!!!!
38627,neutral,"@eimajuno Hey, you don't have to be sorry! Absolutely understandable; I was just poking at you a little."
26659,neutral,Must be time of month: Watering eyes AGAIN!: http://tinyurl.com/cuwj2b (speciaal voor @marianneh: zo vind ik ze wï¿½l leuk!  )
21317,neutral,Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight
9936,neutral,"Started the week with a wedding, now ending the week with a funeral"
25341,neutral,Download movie  &quot;A Good Day to Be Black &amp;#38 Sexy&quot; http://tinyurl.com/ckmkul cool #movie
6057,neutral,I miss laughing till my stomache hurts
11595,neutral,@myfabolouslife y u gotta say all that
32432,neutral,if aint Bee then it aint me...ya heard me?  {this for u keemie}
23979,neutral,"Thx, Robban  http://www.sk-gaming.com/match/17905"
15871,neutral,Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows
26580,neutral,@gulpanag Tataindicom is not as good as Tatasky  Airtel broadband is better.
36351,neutral,happy mother's day! everyone have a great day and make sure you go see ya mommas
22971,neutral,And in the Animal Action Area... Ferret Racing
2246,neutral,lunch at 5.30pm!
36092,neutral,going to sleep now! Goodnight twitter!
32536,neutral,@aeakett And who says I wasn't just muttering to myself?
37987,neutral,@drhodenbaugh Yes Hindustan Rocks dude! Dunia mein asay koi fusion nehi milegi
9822,neutral,Rainy day is rainy.
14989,neutral,OMGosh! it's 79 degrees and I'm sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!
17269,neutral,@PJ1221 me too
37787,neutral,Talked with mom. Al sang a song for me again  am off to sleep now..
20402,neutral,just got back from rachael's house
9042,neutral,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber"
6940,neutral,Anyone know what to do when your pc keeps restarting itself?
23147,neutral,Y am i still awoke @ 5:12 a.m
27240,neutral,@AlvaFarrow Thanks for the follow back
38294,neutral,"That's the way it crumbles, cookie-wise"
27802,neutral,"@AndreasHale lol nah no swine flu for me bro. lmao what's ur schedule like this week, I need to catch up!"
4719,neutral,"Oh, great.  I suppose it was inevitable I'd get spammed on Twitter, too."
29482,neutral,@malloryforrest you fail. at life.
22649,neutral,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I'm up! lol
17300,neutral,@pkeith If only you'd come the sick one...with inflamed vocal cords
33080,neutral,Spending Mother's Day with Mom.
9139,neutral,one last stop in Chicago before going back to Miami
23824,neutral,"@arviena hahaha...come, be a judge, need your brutal honesty"
5903,neutral,Is a hot hell of a mess. I wish i would have gone to arlington for zeta!
16129,neutral,"@CrysOHara I think it's going to be a LONNNGG Weekend, but not the 3 day kind."
28988,neutral,chillin tonight (at least for now)
20970,neutral,@salspizza I'll oscillate from one to the other.
38451,neutral,morning everyone!
18455,neutral,See that traffic northbound? That's my commute   http://twitpic.com/67x74
24134,neutral,gotta share this   http://bit.ly/19OL1b
924,neutral,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol"
2683,neutral,@Phoebo yeah....but I finish go home get changed etc etc then im off again
13517,neutral,It does! Lol but i have none
10342,neutral,Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309
25077,neutral,@josephadamx3 Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.
33801,neutral,Relaxing with my daughter watching Friends
5205,neutral,"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it's dead"
20426,neutral,@lightgood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
22218,neutral,"Back from umpireing trainging, making dinner"
29326,neutral,This cigarette is so relaxing
33418,neutral,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
21866,neutral,@nicolerichie have you watched Persepolis? Broken English is also nice for sundays
32850,neutral,is go canuckss
31227,neutral,FAWXING CRAYONS
2546,neutral,@bbyowls i know   but its better than nothing
25265,neutral,@brb022 i would prefer 1 more monday
28583,neutral,@Mollyschambrs woot!! you go girl
39149,neutral,@hottieann2145 you live in AJ me too
29334,neutral,@Neicy55: just got home from drews bday.
115,neutral,@thecreativeone I second that. I wish it rained more where I am
10192,neutral,When am i getting a yearbook?  today was strange
4533,neutral,Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????
23517,neutral,Hugh Masekela pix online + Contern - T71 pix + review @ http://clada.lu -&gt; coming up next Naturally7 Concert this evening
15879,neutral,Looking for a vibrating phone is like trying to find &quot;a feeling.&quot;
31354,neutral,"Want: Trip to Boston next month. Need: Addit'l motivation to save the $ to do so.  Beloved daughter wants to go with, which = 2x the $."
24453,neutral,"NIN App Gets Rejected by Apple, Reznor Threatens to go Jailbreak - always entertaining  http://viigo.im/sXB"
38218,neutral,@henriok not really  Just have to install OS X on a harddrive and get it to boot on schools iMacs.
18952,neutral,"dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking"
4018,neutral,Is off to meet my folks after a while...gonna b a working weekend too
27488,neutral,been playing with the new phone.. think I got it all figured out
14768,neutral,@R_casagrande haha thanks. but if it keeps raining i might not go
11633,neutral,@SuzzyqOtstyle me too chick
6878,neutral,"Just about to eat, home made indian food is boak  x"
11461,neutral,@justinmcintosh Ugh
25032,neutral,1st day of master cleanse...wish me luck
26129,neutral,sAyS: wAtChInG mAtIlDa
18321,neutral,@hellocuppycake no omelette today  dim sum tomorrow! FEAST!
32100,neutral,"@NightShade10 It'll be worth the wait, I'm busting a gut here."
2505,neutral,@geekinpink804  i can't.
27838,neutral,@ppatel So Windows LiveWriter's accessible? Guess that answers that.
29296,neutral,"I told Taylor I wanted to punch a baby, because I'm in so much pain and her response was &quot;what baby?&quot;. I love my family."
31984,neutral,"@melaneedark Well, I do what I can for the X spammers watchin'"
9470,neutral,I just realized that im going home 2 weeks from today
13160,neutral,"@krithin btw, short notice I know, but we're RSVPing no for your party- thanks so much for the invitation, though!  I'm out for 2nite too"
37663,neutral,Going out. A barbeque maybe?
18033,neutral,@killerannax now vickyt is losing to demi AND miley
32370,neutral,@Bia_Loves_NKOTB yup...as always....wonder when me and V will ever come back to Earth...getting kinda comfy up here
18316,neutral,Listening to Broken by Lifehouse (on repeat)
27698,neutral,"@bill_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ"
9563,neutral,Internet stopped working right in the middle me quantum leap.  grr
20015,neutral,@paulcarr I just laughed out loud on the bus reading your statement of ethics. People moved away. He he he.
31486,neutral,@mrskutcher yes he is hot. you all make the perfect pair. very sexy and stylish. Have a wonderful mothers day
38912,neutral,@TheWineVault thanks. but it IS seriuosly my back up plan
37545,neutral,@CSI_ PrintChick thx for sharen LUV IT
1148,neutral,"Nina was on my lap, but just decided to jump off"
35244,neutral,Uppp. dnt feel like goin to bed? blahh boredd.. thinkin about men hmmm  ha
15214,neutral,Waiting in line to get gas..94 degrees today
22576,neutral,"@podipada Munch away, my dear Watson, Munch away"
39652,neutral,"@FaveColourPink  And to you too, how are you today?"
12591,neutral,aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then
36547,neutral,A movie's worst fate used to be &quot;Straight to DVD&quot;. Now it is &quot;Straight to DivX&quot; or &quot;Straight to Internet&quot;
18521,neutral,@DJLTHEMASTERKEY i guesss
11271,neutral,@K8lyn333 twitter tends to do that to us
13706,neutral,Just got back from school! Ugh I don't want to go to the dance tonight
33710,neutral,you've got to read it downwards for it to make sense.
35778,neutral,@TradingGoddess OK! Oops sorry
741,neutral,so tense..so emotional...so not me..
10922,neutral,Heather Anne Parry is only upto florence nightingale in history  this could take a while. http://tinyurl.com/kwgrh4
27601,neutral,"off to the gym, my PT is waiting to drill me again this week  Tjoe Tjoe"
11972,neutral,i wish i was at the beach already
36036,neutral,"@paskalamonik If you know such agent, do let me know"
8838,neutral,@lordwow I'm still waiting for Separate Ways...
37785,neutral,@laura_diaz I did notice more men with kids in stores on Sat.I am heading to church and sing in the choir in the 1st &amp; 2nd services.
24079,neutral,@jelnora Nothing like alone time with your handheld device
39666,neutral,suivez moi  (=  follow me everybody
37516,neutral,@JennInOman it will be 45+ in June/July
39420,neutral,@Lastoadri or maybe start your own Arabic teaching podcast?
29534,neutral,first weekend at home
6022,neutral,"Gee I'm totally hatin' this , like for real ! I mean like, duh ! I've studied enough, and all that I need is refreshing tonite ! Hard ?"
34718,neutral,Good night everyone  im going to lay in bed and watch eraser!
2819,neutral,@caitlandkawaii im a pleb  i had to take it out of the freezer.. and put it in the oven!
32237,neutral,nature has just called me  BRB
34505,neutral,"whats new with xtine? Got my hair done today  ,waiting for jerry,work at noon tomorrow,currently reading &quot;he's just not that into you&quot;"
1811,neutral,@itsJorx what do you mean jorx?
19987,neutral,@1995shand not quite as much...hmmm products in US that are not in Canada?? Idk  Do you have covergirl?
21132,neutral,good luck nandito. first day of IB exam. you can do it! a road to berkeley.
26943,neutral,"@ArmyGal1 have a good day girl, ill call you later"
