,sentiment,content
14640,sadness,@julierubes I won't be at the game.  Found out too late.
33750,sadness,I just single handedly killed 4 flies and a crane fly with my hairbrush!! I'm gonna go disinfect it now...but bugs beware!!
5268,sadness,Philadelphia Phillies' Brett Myers out indefinitely with injured hip - http://tinyurl.com/megxu2 (via @PHI_Phillies) nooooo
14946,sadness,Rainy day in Philly  looks like it's gonna be a movie night.
9582,sadness,@lauriedriscoll did you finish twilight? i did! and i wish it wasnt over
11564,sadness,my phone is dead and my charger is miles away.. @T_S_R  i'll talk to you in august
9372,sadness,Got a right bad headache
17898,sadness,Going to have yum dinner then watch 'bad girlfriend' play. I have a 6am call time tomorrow
30682,sadness,@MeggieMouse what are you going 40 hours with out? i'd say my computer or my phone but i did that last week and i didnt care at all..
8371,sadness,"just got back from NOM NOM's at our favourite restaurant here in Haarlem. I'm sad, I will miss eating there, the food is INCREDIBLE"
34006,sadness,@ChaseSanders  if she sees that she will cry! lol
25354,sadness,is pretty dang tired. but chambers class is for napping.
18726,sadness,"@stacyday Yeah, Trimet says it's a 1hr trip, I get home at 6:30/6:45-ish, so we'd arrive just as everyone was leaving."
13171,sadness,why does @mitchelmusso never reply to mee  he must really hate me :l
20737,sadness,: I love camp fires  I just wish the kids would try a bit harder to sing along
12662,sadness,"@Jennifalconer how tough was that, just wanted to hug her like my own"
399,sadness,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.
12839,sadness,miss my hubby already!
14792,sadness,wishes people wouldn't be so stubborn sometimes.
11818,sadness,is working until 11 tonight  http://plurk.com/p/x2kbv
17244,sadness,i miss my baby  hateeeeee it
1023,sadness,@Madush oh my... now im offended.  ha
11676,sadness,"Yep, @CAndymanTK9772. Sleep-fail. In another 7-8 hours, it'll be D&amp;D-fail."
17845,sadness,@tbake CRAP. I always forget you are on here
17733,sadness,@Trillian711 I had an account at a local comic store that I ran to 4k  at one time
32305,sadness,"&gt;&gt;Why did the Blonde Keep failing her drivers license test--------&gt;&gt;&gt;&gt;&gt;Everytime they stopped, she jumped in the back seat."
12013,sadness,god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn
12705,sadness,@decaydance --Nothing
13725,sadness,really really misses her
1394,sadness,@USOuljah Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL
14308,sadness,"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now."
12567,sadness,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too
12607,sadness,I'm feeling so frustrated...I just can't get things to work!!
25861,sadness,"is planning her week, its going to good, going to get a lot of stuff done"
7074,sadness,Crappy Day...
62,sadness,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
15468,sadness,"Wish you were here, babe"
13604,sadness,@Aonir I'm trying to convince @janeylicious to wait a bit to see Up! as well. She doesn't want to see it with me
6893,sadness,"@tommcfly Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!"
38684,sadness,Went shopping for sports tour yesterday with Garley... very very very funny!! Now I need some brunch  And a shower.
32066,sadness,@webaggression I can only promise about 150 or so.
36598,sadness,"@bluecat7 absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on"
11725,sadness,havent been on here in ages  sorry twitter.. tweetdeck is broken
10906,sadness,@aldenpolicar how sad! are you saying that I'm fat?  *tears*
15296,sadness,paper work on a friday afternoo
461,sadness,I miss my mom..  &quot;May angels lead you in&quot;
14163,sadness,Guess I have to go back and scrape out the oven now. Blerg
33344,sadness,@LisaBernart Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!
2369,sadness,had my lip pierced for about 30 minutes.  and then it died.
4137,sadness,not feelin so hot
12680,sadness,@Abbyluvsaj nice! I wish twitter would tile mine
7763,sadness,"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief"
14679,sadness,http://twitpic.com/67k9w - - My besties. If only @DemtriaLovato was there.
13571,sadness,back to Salvador. Wish I was in Sao Paulo to see the second concert
14869,sadness,"to be really really... not bored but bad, i won't know the news  but thats ok. BRB x"
10699,sadness,"@jordanhowell nah just iplayer listening back to it, its not working"
21483,sadness,no school today gd  but dont get to see mates n millsy x
14298,sadness,@don_iain well my team couldn't
14634,sadness,@Sandy_B_ Shes bad they won't sort her out and is in a lot of pain
10029,sadness,@ jimithy1: can't come  msbj&lt;3
14040,sadness,Sick at home and so bored  I want to get better already so I can enjoy being a college grad!
16100,sadness,"@lulion07 i'm praying for you. Sorry to hear about your bro, man"
20270,sadness,@geewhy  You're just jealous!  Guess you'll be walking around the office tomorrow in your Malo!
35336,sadness,Music soothes the soul...
18410,sadness,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today
8677,sadness,i have a empty house and no ine to share it with
10730,sadness,what the fuck...ahaha i hate my life sometimes. why reply on only bad things  ..even if it wasn't bad and i was kidding but whatever! fml
35794,sadness,"just got back from..ahem, meal#4...was boring but had to eat nonetheless"
13587,sadness,"@Samm_xx awww, that sucks"
6164,sadness,@Nisher Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses
17255,sadness,@jeannethinks I would love to see the sun again.  It has been raining here for 3 days now.
4322,sadness,New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait
18962,sadness,"[H]ouse starts on Sunday and I'm sad as I can't afford Sky,"
21084,sadness,Coffee didn't turn out good tiday but excellent!
9562,sadness,"As Simon/Idol might say, 21life sentences not good enough for Chester Stiles. How can one rape a 2 year old child?!  How the F?  Why?"
19391,sadness,@samsamsammm i miss you!!  stupid work!
1088,sadness,Matty is le tired.
11470,sadness,"@rebeccao372 not too bad,but I did get some bad news this afternoon, I got stopped by the police   brake lights out but it's ï¿½30 fine"
19981,sadness,Life sucks if ur not having fun.
8101,sadness,@tearose21 Wish I could be there to enjoy a girls day!!!
6311,sadness,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !"
30041,sadness,"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo."
2707,sadness,"@sophiatam haha yea! Just working and chillin in the eastbay. Unlike u, I don't get a summer break  boo"
27458,sadness,Spoke out in class again  now the dreaded ch13 bio test
8328,sadness,@meiko911   didn't have time this morning to go all the way across town to take a pic (SO SAD)
36861,sadness,@yan_ming @affascinare me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny
1540,sadness,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left
6791,sadness,@billbathgate im not a doofus  it could happen wahhh!!! :'(!!!!!!!!!! im on my break!!
30684,sadness,Sinse i had dis thing..not 1 reply not 1 message. Nuffin! pshh who cares..i know im special  X
10866,sadness,@velmadaria i'm still thinking about that *FKC* meal I missed yesterday
7373,sadness,Is working all weekend
9926,sadness,Facebook Farm town become slower and slower
2151,sadness,mom is ok so far. just missing jaron
4964,sadness,ugh back to work today
31283,sadness,"@theclairemarie I can't, I'm studying so I don't fail  Come over, I'll make u some tortellini or chicken or a chicken salad."
9087,sadness,@RetroRewind dave why why why can't this happen when I'm not working and can listen?! :::whining big time:::
14604,sadness,@karamat If only we could ever actually be allowed to stay here and do that
24201,sadness,"@pickleshy it's tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long"
17848,sadness,Damn I wish I was at Botcon with everyone.
4228,sadness,@SuFiGirl35 well that's no way to start the day off !!!
8422,sadness,@eoghancasey oh no!!    i wish i could lay out in the sun!!  i have no garden...LOL
4897,sadness,"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0"
4765,sadness,All the people I talk to are GONE
37640,sadness,"@giblahoj Oh! It's not the mothers day in France, but in Germany and in the USA that is it"
16360,sadness,"@honeyfaery @that_kat I've begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!"
16738,sadness,"aw &amp; I really miss Alice &amp; Charlotte tonight  Dunno why though, hey are both spoons ;)"
17142,sadness,sitting at home being bored.......
3929,sadness,its my last friday of my high school years!
11611,sadness,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
168,sadness,@BarbSchaefer yearling in pet home died... very sad for their whole family
6784,sadness,Wish I was in Chicago.
11420,sadness,http://twitpic.com/678hs - 300 yd drive within feet of the green. 2nd time playing the hole so doesn't count though  #bcit #golf
5901,sadness,thought I was going to have a fun day
899,sadness,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!
1539,sadness,roughnight
35443,sadness,Missing @smartbrain from BKK na.
10631,sadness,about to start work and missing him like crazy.I wont be seeing him till Tuesday
12531,sadness,not feeling too great today
4276,sadness,"@JonathanRKnight I wish I was there.I've just moved from San Diego to WA and I'm very depressed, I miss sunny San Diegoooooooo!!"
6462,sadness,"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it..."
3206,sadness,@kevincl Same here. But I am just going to browse SA until I get bored.
16767,sadness,"Having some Coronas, and have a bad craving for Mexican pastries, but i'd have to go to Uptown to get some"
1968,sadness,is seriously heartbroken!!!
8351,sadness,I hate taking lily to the doc to get shots. It makes me super sad
16427,sadness,@darkmornan that was so disappointing
10697,sadness,@backstreetboys http://twitpic.com/3x3wq - impossible to know them closely
9431,sadness,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today"
193,sadness,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
35365,sadness,@wolfchild59  heheheheh... lol... I always figured he'd send them your way if he got any dupes... I felt bad not sending him stuff...
2944,sadness,"@wethedan nope, would be no music"
11135,sadness,It's a sad day for beer drinking movie goers. The Speakeasy theaters are no more
20596,sadness,Storm system that looked to bring us rain today is going to miss us
14796,sadness,is feeling rather lonely and broke...oh wait...I am lonely and broke.
6077,sadness,oh no! I just crashed my ball pump
63,sadness,@Pokinatcha  in all honesty...pain   blech.
14086,sadness,@mileycyrus why you never answer me...
6285,sadness,@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!
5159,sadness,Shopped til i dropped....come bac sunshine i miss u
3738,sadness,@lesley007 Morning Lesley...ya making me jealous
19459,sadness,I miss him soooo much  not gonna see him for 2-3 months
466,sadness,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
7818,sadness,Why is it soooo cold &amp; ugly out??
7495,sadness,"waiting for aaron to get into town, and then leave him for work. booo"
2547,sadness,Have you ever realized you never fully have everything you want?  feelin' down.
7549,sadness,had a good day but im now skint again
11535,sadness,looks like we're rained out for weekend climbing
20110,sadness,I was crying all of Tuesday cos I find out! ;( .... Economics is offically my crying subject lol
750,sadness,Jenny fell asleep and didn't come over
709,sadness,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol
8565,sadness,@myersandchang it's not.
31598,sadness,@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby
17354,sadness,Sickkkk  ....and I need 11/20--NOW.
1461,sadness,missing Taylor like crazy  cant wait till he's back
24047,sadness,Is babysitting 3 dogs...they are all over the place...
2063,sadness,"@OpheliaPunk nothing  it's sad, actually"
1541,sadness,"Bad day, just got worse..."
10290,sadness,Oh no... The sun's gone!
5102,sadness,@kirstiealley So you wouldn't reply to my gorgeous hot pink shoe then?
7806,sadness,Oh darn. Lost another follower.
5166,sadness,@Enchanted_Myst I am soooo disappointed that that is what he looks like btw! The image is gone
8548,sadness,@smartie999 That's me on a good day
16278,sadness,@bobbiepen LMAO!!! Man I was so bummed when she stopped braiding
9426,sadness,getting ready to drop off something to my man so he can hang out with a friend instead of me
8043,sadness,my head huwwts
35699,sadness,@DaveStyles Haha yes and that is BS! all men lie. show me one who doesn't and I'll marry him
25985,sadness,@Matt_Vega @Matt_Vega sikeeee.I'm sick *cough*
14749,sadness,did crossfit running today...agitated my right leg
14455,sadness,miss him way to much... just cnt stop thinking of him   nite nite folkkz...
6669,sadness,Young love comes to an end
7263,sadness,@elainanic Hope that migraine doesn't stick around for too long.
4898,sadness,@bimbler I have too much work to drink now.   but I do love afternoons in the pub.
14223,sadness,Comin back from the mall didnt get anything cause i have no money and stuff  but tuesday is pay day ilu ~Joshy~
21328,sadness,@JavierChua Well I am on the RIGHT side of thirty
4663,sadness,Happy Sammy is going 2 here 2morrow!! But unfortunatly I'm not gone be able 2 go 2 the club he performing @
15583,sadness,Sad duck day.
13613,sadness,"@AnhHoang ?? Sorry you posted the vid again, but it won't load for me..."
13337,sadness,This week has been so lonely without gossip girl xoxo
12394,sadness,I'm german i think i should be able to go to germany for free whenever i want...plz
7643,sadness,Oh My God ..  sad day ..
24944,sadness,Finished with MTML assignment  But didn't like it at all. Feels like I missed lotsa points but the word limit is 2500. Hmmpph!
10795,sadness,Fb I hate when I try &amp; support my local bookstore &amp; they never have what I need
19384,sadness,@owl311 that makes me sad...
2550,sadness,"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??"
2497,sadness,"@JoelMadden I applaud you for accepting gay marriage, I have rels that are born again that hate me for it."
11432,sadness,NO ONE...THALIA AND FAT JOE----WTF IS UP WITH TERRI....IM NOT GETN NE FUNNIES TODAY
4031,sadness,Stuck in office till 5. It's so warm outside
19573,sadness,@gimboland sorry change of plans for me   :'( revision for monday exam in a park with one of my friends
23531,sadness,&quot;My problem isn't that I miss you... 'cause I don't&quot;
33514,sadness,@hollywoodtv just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous
5301,sadness,Why are we busy ugh I have the largest headache
19576,sadness,"is trying to deny that she's beginning to miss him -- more and more, each and every single day that their apart  ... i need Sprite! HAHA!"
10100,sadness,@tessonfire I feel almost empty inside today.  Not a good feeling.
849,sadness,And trash repops.  Getting it tomorrow night I suppose.
8213,sadness,"When i say &quot;we close at 6&quot;, it does not mean &quot;come in at 6&quot;. Ffs people. Also RIP Polly"
10133,sadness,@cacaubrazil that's not great  guy related??
2424,sadness,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!
12063,sadness,soo sick. i hate my life
12157,sadness,@eprussakov ohï¿½ unfortunately not
39692,sadness,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY"
28777,sadness,good morning. today is my last day of &quot;freedom&quot;. back to work tomorrow. i'm sorta stoked-not stoked. but well.
4877,sadness,Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away
2564,sadness,"Also, I'm really missing Sami... just thought I would throw that one out there..."
3662,sadness,Can't believe ER is over
16144,sadness,"@jdrydenUK Yeah, It's not available on Public market yet. but will be soon. looking forward. I'm sunburnt  arms are itching. boo hoo!!!!!!"
6402,sadness,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy"
4462,sadness,@iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?
12709,sadness,@FTSKirstin im depressed like so baddddd.
5977,sadness,Awww sunthings wrong w/ my ubertwitter last nite.
10609,sadness,@sirhova its been clownin since it got flooded in htown in april. Got it repaired or so I thought.
11557,sadness,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.
17522,sadness,So bored.... couldn't go to a-kon...
36468,sadness,i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.
23924,sadness,lol if i only can sTay up a few more hours.. i keep missing Tila's lasT posTs ..
7237,sadness,"Ugh the delivery was postponed, shes not having the baby til 5 and i'll be at work"
18957,sadness,OMG how sad is The Royle Family where Nana dies  I am sobbing!!!! :*( it's the saddest thing I've ever watched
15448,sadness,has cramps
5888,sadness,dammit i cant watch stadium music
35378,sadness,@FoOie yea just fun dive..a bit scary sometimes but fun.  u like diving?
12967,sadness,didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.
15179,sadness,can't believe I'm leaving this place tomorrow.
12644,sadness,Bless the little girl on BGT!
4843,sadness,another rainy day
19214,sadness,"God, why can't I be at #asylum? Really. I never get to do anything cool!"
7541,sadness,Where is the boss... I'd like to have my check and leave please!
6508,sadness,"@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone"
7651,sadness,Working late with only The House of Love for company. Just what I want to be doing on a summer evening when I should be out with people
10806,sadness,"@ekardmatt well you MY man, you and your truck are 900 too many miles away!!"
699,sadness,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail
5929,sadness,i feel like shit
19565,sadness,"@DonnieWahlberg - l'd come if u could, but Australia is just too far away"
18421,sadness,staying at home. unpacking!!!! crap!
9452,sadness,@grossnoises i miss yoooouuuu!!!!
6750,sadness,"@tommcfly It's 12:30AM, @buonotomato stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!"
3722,sadness,@gfalcone601 ohhh ok. thats upsetting  sorry for wasting your time. xx
2370,sadness,why not everything workout as you planned.
11179,sadness,"@chezery and Im just going into work... if we were married, we wud never see each other"
10776,sadness,is sad coz hyd theka's dont have beer
978,sadness,Sitting by myself. Everyone took the good seats.
15547,sadness,ahhhh now i have no pic
15870,sadness,Finally got my money. Too bad it goes to bills
15029,sadness,@theAV8TR dont quit.
8872,sadness,"Schools out, but works in"
4192,sadness,@kevholditch It's NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.
15793,sadness,@valerierenee  are you having a bad day?
13893,sadness,i don't even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my ass on twitter!!
4191,sadness,@AdInterim Still jealous
6646,sadness,Drag me to hell soundtrack from Christopher Young is delayed from june 2nd to july 7. That's SUCKS pretty bad.
12168,sadness,@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it
8860,sadness,I'm missing everything at work  I want pix of @ipinklemonade !!
9197,sadness,ah shit ... my chest hurts now
4938,sadness,My hairstylist left the salon without telling me where she was going.   Damn!
3262,sadness,@amerz Love it! I wish my other half could even name web design ladies
6916,sadness,"Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away."
34953,sadness,"@SpicyBev yep, itï¿½s Mothers Day here as well but me and my family ignore it!  weï¿½re celebrating it EVERY day ... LOL"
25351,sadness,"i am sleeepyyy. today = busy. work 10-4, library, class 6-7:20, tanning, packing, bit of sleep, atlantic city airport, myrtle beach"
25507,sadness,besides feeling sick...some things have made me feel particularly happy
8275,sadness,not feelin 2day
32588,sadness,@Aroundtheus  cheers!! ;)
14578,sadness,@mrinklin i have started saving my Tumblr drafts because that happened to me this week and i was so sad
19955,sadness,@mikekang That is super sad   How is Bart etc holding up?
16026,sadness,@Rubios_BeachMex Can't DM you since you don't follow me.
1920,sadness,stupid weather
17667,sadness,Missed the play
