,sentiment,content
39702,empty,"Here we go again, back to work. Happy Mothers Day to all  Peace"
39749,empty,@sloanyxxx Thanks
14210,empty,ya could hit me up on aim or here cause i am mad bored nuttin 2 do
1670,empty,Good night twitter friends - I'm nodding off at the 'puter
31948,empty,"@TammyMunson I have a 2nd monitor I could use but not sure I'll be able to hook it up! Need to make sure I have the room, sure hope so!"
19340,empty,@USelaine No!  I in fact made sure that cookie was never delivered.
25374,empty,@pratikjain4 welcome
2307,empty,"Just watched Mall Cop. Wasn't that funny, but wasn't too bad. I guess. I kinda wish I still worked at a movie theater...."
15304,empty,@marychapman awwww  bew! you wont be here at all this summer?
9964,empty,@XJakeXChaosX bored
